Calendar Year,Payer,Delivery System,Grouper,Birth Characteristic, Number of Births 
2019,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Repeat,22843
2019,Medi-Cal,Managed Care,Method of Delivery,Vaginal,95002
2019,Medi-Cal,Managed Care,Method of Delivery,Vaginal After Previous Cesarean,2642
2019,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Primary,6326
2019,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Repeat,5248
2019,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal,24724
2019,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal After Previous Cesarean,457
2019,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Primary,35879
2019,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Repeat,24211
2019,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal,127638
2019,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal After Previous Cesarean,3517
2019,Medi-Cal,Fee-For-Service,Parity Status,First-Born,24155
2019,Medi-Cal,Fee-For-Service,Parity Status,One Previous Birth,20603
2019,Medi-Cal,Fee-For-Service,Parity Status,Two or More Previous Births,27464
2019,Medi-Cal,Fee-For-Service,Parity Status,Unknown Parity,9
2019,Medi-Cal,Managed Care,Parity Status,First-Born,47316
2019,Medi-Cal,Managed Care,Parity Status,One Previous Birth,42252
2019,Medi-Cal,Managed Care,Parity Status,Two or More Previous Births,50577
2019,Medi-Cal,Managed Care,Parity Status,Unknown Parity,19
2019,Non-Medi-Cal,Other Coverage,Parity Status,First-Born,16603
2019,Non-Medi-Cal,Other Coverage,Parity Status,One Previous Birth,11909
2019,Non-Medi-Cal,Other Coverage,Parity Status,Two or More Previous Births,8232
2019,Non-Medi-Cal,Other Coverage,Parity Status,Unknown Parity,11
2019,Non-Medi-Cal,Private Insurance,Parity Status,First-Born,88566
2019,Non-Medi-Cal,Private Insurance,Parity Status,One Previous Birth,67564
2019,Non-Medi-Cal,Private Insurance,Parity Status,Two or More Previous Births,35107
2019,Non-Medi-Cal,Private Insurance,Parity Status,Unknown Parity,8
2019,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,First Trimester Initiation,57655
2019,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,No Prenatal Care,951
2019,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,Second Trimester Initiation,9435
2019,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,Third Trimester Initiation,2879
2019,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,Unknown Prenatal Care,1311
2019,Medi-Cal,Managed Care,Prenatal Care Initiation,First Trimester Initiation,112520
2019,Medi-Cal,Managed Care,Prenatal Care Initiation,No Prenatal Care,1526
2019,Medi-Cal,Managed Care,Prenatal Care Initiation,Second Trimester Initiation,19252
2019,Medi-Cal,Managed Care,Prenatal Care Initiation,Third Trimester Initiation,3838
2019,Medi-Cal,Managed Care,Prenatal Care Initiation,Unknown Prenatal Care,3028
2019,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,First Trimester Initiation,30045
2019,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,No Prenatal Care,574
2019,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Second Trimester Initiation,2986
2019,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Third Trimester Initiation,1837
2019,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Unknown Prenatal Care,1313
2019,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,First Trimester Initiation,178322
2019,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,No Prenatal Care,111
2019,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Second Trimester Initiation,9213
2019,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Third Trimester Initiation,1389
2019,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Unknown Prenatal Care,2210
2019,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Normal Weight,24325
2019,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,43887
2019,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Underweight,1793
2019,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Unknown Weight,2226
2019,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Normal Weight,47083
2019,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,85420
2019,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Underweight,4199
2019,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Unknown Weight,3462
2019,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Normal Weight,18316
2019,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,15289
2019,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Underweight,2219
2019,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Unknown Weight,931
2019,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Normal Weight,94811
2019,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,87914
2019,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Underweight,5815
2019,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Unknown Weight,2705
2019,Medi-Cal,Fee-For-Service,Single/Multiple Birth,Multiple Birth,1793
2019,Medi-Cal,Fee-For-Service,Single/Multiple Birth,Singleton Birth,70438
2019,Medi-Cal,Managed Care,Single/Multiple Birth,Multiple Birth,3890
2019,Medi-Cal,Managed Care,Single/Multiple Birth,Singleton Birth,136274
2019,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Multiple Birth,1268
2019,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Singleton Birth,35487
2019,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Multiple Birth,6933
2019,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Singleton Birth,184312
2019,Medi-Cal,Fee-For-Service,Smoking Status,Maternal Non-Smoker,70693
2019,Medi-Cal,Fee-For-Service,Smoking Status,Maternal Smoker,1146
2019,Medi-Cal,Fee-For-Service,Smoking Status,Unknown Smoking Status,392
2019,Medi-Cal,Managed Care,Smoking Status,Maternal Non-Smoker,135017
2019,Medi-Cal,Managed Care,Smoking Status,Maternal Smoker,4327
2019,Medi-Cal,Managed Care,Smoking Status,Unknown Smoking Status,820
2019,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Non-Smoker,36011
2019,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Smoker,475
2019,Non-Medi-Cal,Other Coverage,Smoking Status,Unknown Smoking Status,269
2019,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Non-Smoker,189635
2019,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Smoker,929
2019,Non-Medi-Cal,Private Insurance,Smoking Status,Unknown Smoking Status,681
2019,Medi-Cal,Fee-For-Service,Substance Use Status,Maternal Non-Substance User,69658
2019,Medi-Cal,Fee-For-Service,Substance Use Status,Maternal Substance User,2182
2019,Medi-Cal,Fee-For-Service,Substance Use Status,Unknown Substance Use Status,391
2019,Medi-Cal,Managed Care,Substance Use Status,Maternal Non-Substance User,131867
2019,Medi-Cal,Managed Care,Substance Use Status,Maternal Substance User,7657
2019,Medi-Cal,Managed Care,Substance Use Status,Unknown Substance Use Status,640
2019,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Non-Substance User,29010
2019,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Substance User,470
2019,Non-Medi-Cal,Other Coverage,Substance Use Status,Unknown Substance Use Status,7275
2019,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Non-Substance User,184170
2019,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Substance User,1568
2019,Non-Medi-Cal,Private Insurance,Substance Use Status,Unknown Substance Use Status,5507
2019,Medi-Cal,Fee-For-Service,Very Low Birthweight Status,"Birthweight >=1,500g",71234
2019,Medi-Cal,Fee-For-Service,Very Low Birthweight Status,Unknown Birthweight,13
2019,Medi-Cal,Fee-For-Service,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",984
2019,Medi-Cal,Managed Care,Very Low Birthweight Status,"Birthweight >=1,500g",138507
2019,Medi-Cal,Managed Care,Very Low Birthweight Status,Unknown Birthweight,22
2019,Medi-Cal,Managed Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1635
2019,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Birthweight >=1,500g",36372
2019,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,Unknown Birthweight,10
2019,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",373
2019,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Birthweight >=1,500g",189278
2019,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,Unknown Birthweight,35
2019,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1932
2019,Medi-Cal,Fee-For-Service,Very Preterm Status,Gestation >=32 Weeks,69627
2019,Medi-Cal,Fee-For-Service,Very Preterm Status,Unknown Gestation,1324
2019,Medi-Cal,Fee-For-Service,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1280
2019,Medi-Cal,Managed Care,Very Preterm Status,Gestation >=32 Weeks,135018
2019,Medi-Cal,Managed Care,Very Preterm Status,Unknown Gestation,3015
2019,Medi-Cal,Managed Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2131
2019,Non-Medi-Cal,Other Coverage,Very Preterm Status,Gestation >=32 Weeks,35450
2019,Non-Medi-Cal,Other Coverage,Very Preterm Status,Unknown Gestation,817
2019,Non-Medi-Cal,Other Coverage,Very Preterm Status,Very Preterm Delivery (<32 Weeks),488
2019,Non-Medi-Cal,Private Insurance,Very Preterm Status,Gestation >=32 Weeks,185920
2019,Non-Medi-Cal,Private Insurance,Very Preterm Status,Unknown Gestation,3046
2019,Non-Medi-Cal,Private Insurance,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2279
2020,Medi-Cal,Fee-For-Service,Birthweight Range,Low Birthweight,4566
2020,Medi-Cal,Fee-For-Service,Birthweight Range,Normal Birthweight,55901
2020,Medi-Cal,Fee-For-Service,Birthweight Range,Unknown Birthweight,8
2020,Medi-Cal,Managed Care,Birthweight Range,Low Birthweight,9348
2020,Medi-Cal,Managed Care,Birthweight Range,Normal Birthweight,117460
2020,Medi-Cal,Managed Care,Birthweight Range,Unknown Birthweight,16
2020,Non-Medi-Cal,Other Coverage,Birthweight Range,Low Birthweight,2795
2020,Non-Medi-Cal,Other Coverage,Birthweight Range,Normal Birthweight,36478
2020,Non-Medi-Cal,Other Coverage,Birthweight Range,Unknown Birthweight,18
2020,Non-Medi-Cal,Private Insurance,Birthweight Range,Low Birthweight,11989
2020,Non-Medi-Cal,Private Insurance,Birthweight Range,Normal Birthweight,174963
2020,Non-Medi-Cal,Private Insurance,Birthweight Range,Unknown Birthweight,19
2020,Medi-Cal,Fee-For-Service,Length of Gestation,Normal Gestation (>=37 Weeks),51706
2020,Medi-Cal,Fee-For-Service,Length of Gestation,Preterm Delivery (<37 Weeks),7104
2020,Medi-Cal,Fee-For-Service,Length of Gestation,Unknown Gestation,1665
2020,Medi-Cal,Managed Care,Length of Gestation,Normal Gestation (>=37 Weeks),108903
2020,Medi-Cal,Managed Care,Length of Gestation,Preterm Delivery (<37 Weeks),13721
2020,Medi-Cal,Managed Care,Length of Gestation,Unknown Gestation,4200
2020,Non-Medi-Cal,Other Coverage,Length of Gestation,Normal Gestation (>=37 Weeks),33921
2020,Non-Medi-Cal,Other Coverage,Length of Gestation,Preterm Delivery (<37 Weeks),4063
2020,Non-Medi-Cal,Other Coverage,Length of Gestation,Unknown Gestation,1307
2020,Non-Medi-Cal,Private Insurance,Length of Gestation,Normal Gestation (>=37 Weeks),165175
2020,Non-Medi-Cal,Private Insurance,Length of Gestation,Preterm Delivery (<37 Weeks),16054
2020,Non-Medi-Cal,Private Insurance,Length of Gestation,Unknown Gestation,5742
2020,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 17 and Younger,642
2020,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 18-19,1707
2020,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 20-24,10402
2020,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 25-29,17390
2020,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 30-34,16638
2020,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 35 and Older,13696
2020,Medi-Cal,Fee-For-Service,Maternal Age Group,Invalid Age,0
2020,Medi-Cal,Managed Care,Maternal Age Group,Ages 17 and Younger,1683
2020,Medi-Cal,Managed Care,Maternal Age Group,Ages 18-19,6030
2020,Medi-Cal,Managed Care,Maternal Age Group,Ages 20-24,32508
2020,Medi-Cal,Managed Care,Maternal Age Group,Ages 25-29,40527
2020,Medi-Cal,Managed Care,Maternal Age Group,Ages 30-34,28739
2020,Medi-Cal,Managed Care,Maternal Age Group,Ages 35 and Older,17337
2020,Medi-Cal,Managed Care,Maternal Age Group,Invalid Age,0
2020,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 17 and Younger,909
2020,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 18-19,1657
2020,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 20-24,7871
2020,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 25-29,10363
2020,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 30-34,10610
2020,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 35 and Older,7874
2020,Non-Medi-Cal,Other Coverage,Maternal Age Group,Invalid Age,7
2020,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 17 and Younger,244
2020,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 18-19,723
2020,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 20-24,9682
2020,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 25-29,37419
2020,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 30-34,74216
2020,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 35 and Older,64683
2020,Non-Medi-Cal,Private Insurance,Maternal Age Group,Invalid Age,4
2020,Medi-Cal,Fee-For-Service,Maternal Education Status,Bachelor's Degree or Higher,5921
2020,Medi-Cal,Fee-For-Service,Maternal Education Status,High School Graduate,18826
2020,Medi-Cal,Fee-For-Service,Maternal Education Status,Less Than High School,17135
2020,Medi-Cal,Fee-For-Service,Maternal Education Status,Some College or Associate's Degree,14333
2020,Medi-Cal,Fee-For-Service,Maternal Education Status,Unknown Education,4260
2020,Medi-Cal,Managed Care,Maternal Education Status,Bachelor's Degree or Higher,10845
2020,Medi-Cal,Managed Care,Maternal Education Status,High School Graduate,48239
2020,Medi-Cal,Managed Care,Maternal Education Status,Less Than High School,19512
2020,Medi-Cal,Managed Care,Maternal Education Status,Some College or Associate's Degree,40194
2020,Medi-Cal,Managed Care,Maternal Education Status,Unknown Education,8034
2020,Non-Medi-Cal,Other Coverage,Maternal Education Status,Bachelor's Degree or Higher,10454
2020,Non-Medi-Cal,Other Coverage,Maternal Education Status,High School Graduate,10476
2020,Non-Medi-Cal,Other Coverage,Maternal Education Status,Less Than High School,5478
2020,Non-Medi-Cal,Other Coverage,Maternal Education Status,Some College or Associate's Degree,9645
2020,Non-Medi-Cal,Other Coverage,Maternal Education Status,Unknown Education,3238
2020,Non-Medi-Cal,Private Insurance,Maternal Education Status,Bachelor's Degree or Higher,109653
2020,Non-Medi-Cal,Private Insurance,Maternal Education Status,High School Graduate,21254
2020,Non-Medi-Cal,Private Insurance,Maternal Education Status,Less Than High School,2265
2020,Non-Medi-Cal,Private Insurance,Maternal Education Status,Some College or Associate's Degree,41276
2020,Non-Medi-Cal,Private Insurance,Maternal Education Status,Unknown Education,12523
2020,Medi-Cal,Fee-For-Service,Maternal Nativity,Foreign-Born,34383
2020,Medi-Cal,Fee-For-Service,Maternal Nativity,U.S.-Born,25990
2020,Medi-Cal,Fee-For-Service,Maternal Nativity,Unknown Nativity,102
2020,Medi-Cal,Managed Care,Maternal Nativity,Foreign-Born,30933
2020,Medi-Cal,Managed Care,Maternal Nativity,U.S.-Born,95668
2020,Medi-Cal,Managed Care,Maternal Nativity,Unknown Nativity,223
2020,Non-Medi-Cal,Other Coverage,Maternal Nativity,Foreign-Born,16870
2020,Non-Medi-Cal,Other Coverage,Maternal Nativity,U.S.-Born,22309
2020,Non-Medi-Cal,Other Coverage,Maternal Nativity,Unknown Nativity,112
2020,Non-Medi-Cal,Private Insurance,Maternal Nativity,Foreign-Born,54953
2020,Non-Medi-Cal,Private Insurance,Maternal Nativity,U.S.-Born,131763
2020,Non-Medi-Cal,Private Insurance,Maternal Nativity,Unknown Nativity,255
2020,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,African-American,2541
2020,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,American Indian/Alaska Native,191
2020,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Asian,3531
2020,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,227
2020,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Hispanic,43892
2020,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Other/Unknown Race,1951
2020,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Two or More Race Categories,966
2020,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,White,7176
2020,Medi-Cal,Managed Care,Maternal Race/Ethnicity,African-American,10699
2020,Medi-Cal,Managed Care,Maternal Race/Ethnicity,American Indian/Alaska Native,657
2020,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Asian,7804
2020,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,566
2020,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hispanic,77274
2020,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Other/Unknown Race,4375
2020,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Two or More Race Categories,3260
2020,Medi-Cal,Managed Care,Maternal Race/Ethnicity,White,22189
2020,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,African-American,2013
2020,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,American Indian/Alaska Native,135
2020,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Asian,6422
2020,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,195
2020,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hispanic,18299
2020,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Other/Unknown Race,1943
2020,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Two or More Race Categories,877
2020,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,White,9407
2020,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,African-American,5459
2020,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,American Indian/Alaska Native,333
2020,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Asian,39750
2020,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,599
2020,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hispanic,52967
2020,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Other/Unknown Race,10101
2020,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Two or More Race Categories,5358
2020,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,White,72404
2020,Medi-Cal,Fee-For-Service,Method of Delivery,Cesarean-Primary,8999
2020,Medi-Cal,Fee-For-Service,Method of Delivery,Cesarean-Repeat,10174
2020,Medi-Cal,Fee-For-Service,Method of Delivery,Vaginal,39875
2020,Medi-Cal,Fee-For-Service,Method of Delivery,Vaginal After Previous Cesarean,1427
2020,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Primary,18054
2020,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Repeat,20591
2020,Medi-Cal,Managed Care,Method of Delivery,Vaginal,85670
2020,Medi-Cal,Managed Care,Method of Delivery,Vaginal After Previous Cesarean,2509
2020,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Primary,6407
2020,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Repeat,5385
2020,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal,26877
2020,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal After Previous Cesarean,622
2020,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Primary,35142
2020,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Repeat,23028
2020,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal,125279
2020,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal After Previous Cesarean,3522
2020,Medi-Cal,Fee-For-Service,Parity Status,First-Born,19649
2020,Medi-Cal,Fee-For-Service,Parity Status,One Previous Birth,16733
2020,Medi-Cal,Fee-For-Service,Parity Status,Two or More Previous Births,24088
2020,Medi-Cal,Fee-For-Service,Parity Status,Unknown Parity,5
2020,Medi-Cal,Managed Care,Parity Status,First-Born,41681
2020,Medi-Cal,Managed Care,Parity Status,One Previous Birth,38763
2020,Medi-Cal,Managed Care,Parity Status,Two or More Previous Births,46360
2020,Medi-Cal,Managed Care,Parity Status,Unknown Parity,20
2020,Non-Medi-Cal,Other Coverage,Parity Status,First-Born,17241
2020,Non-Medi-Cal,Other Coverage,Parity Status,One Previous Birth,12009
2020,Non-Medi-Cal,Other Coverage,Parity Status,Two or More Previous Births,10030
2020,Non-Medi-Cal,Other Coverage,Parity Status,Unknown Parity,11
2020,Non-Medi-Cal,Private Insurance,Parity Status,First-Born,87794
2020,Non-Medi-Cal,Private Insurance,Parity Status,One Previous Birth,65179
2020,Non-Medi-Cal,Private Insurance,Parity Status,Two or More Previous Births,33991
2020,Non-Medi-Cal,Private Insurance,Parity Status,Unknown Parity,7
2020,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,First Trimester Initiation,48528
2020,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,No Prenatal Care,819
2020,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,Second Trimester Initiation,7645
2020,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,Third Trimester Initiation,2032
2020,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,Unknown Prenatal Care,1451
2020,Medi-Cal,Managed Care,Prenatal Care Initiation,First Trimester Initiation,102290
2020,Medi-Cal,Managed Care,Prenatal Care Initiation,No Prenatal Care,1604
2020,Medi-Cal,Managed Care,Prenatal Care Initiation,Second Trimester Initiation,16209
2020,Medi-Cal,Managed Care,Prenatal Care Initiation,Third Trimester Initiation,3158
2020,Medi-Cal,Managed Care,Prenatal Care Initiation,Unknown Prenatal Care,3563
2020,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,First Trimester Initiation,32222
2020,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,No Prenatal Care,526
2020,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Second Trimester Initiation,3930
2020,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Third Trimester Initiation,1256
2020,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Unknown Prenatal Care,1357
2020,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,First Trimester Initiation,173907
2020,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,No Prenatal Care,170
2020,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Second Trimester Initiation,9191
2020,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Third Trimester Initiation,1200
2020,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Unknown Prenatal Care,2503
2020,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Normal Weight,19181
2020,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,37983
2020,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Underweight,1288
2020,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Unknown Weight,2023
2020,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Normal Weight,40431
2020,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,79201
2020,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Underweight,3470
2020,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Unknown Weight,3722
2020,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Normal Weight,16858
2020,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,19863
2020,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Underweight,1490
2020,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Unknown Weight,1080
2020,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Normal Weight,90185
2020,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,88632
2020,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Underweight,5288
2020,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Unknown Weight,2866
2020,Medi-Cal,Fee-For-Service,Single/Multiple Birth,Multiple Birth,1523
2020,Medi-Cal,Fee-For-Service,Single/Multiple Birth,Singleton Birth,58952
2020,Medi-Cal,Managed Care,Single/Multiple Birth,Multiple Birth,3411
2020,Medi-Cal,Managed Care,Single/Multiple Birth,Singleton Birth,123413
2020,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Multiple Birth,1118
2020,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Singleton Birth,38173
2020,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Multiple Birth,6048
2020,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Singleton Birth,180923
2020,Medi-Cal,Fee-For-Service,Smoking Status,Maternal Non-Smoker,59336
2020,Medi-Cal,Fee-For-Service,Smoking Status,Maternal Smoker,937
2020,Medi-Cal,Fee-For-Service,Smoking Status,Unknown Smoking Status,202
2020,Medi-Cal,Managed Care,Smoking Status,Maternal Non-Smoker,122632
2020,Medi-Cal,Managed Care,Smoking Status,Maternal Smoker,3655
2020,Medi-Cal,Managed Care,Smoking Status,Unknown Smoking Status,537
2020,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Non-Smoker,38563
2020,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Smoker,503
2020,Non-Medi-Cal,Other Coverage,Smoking Status,Unknown Smoking Status,225
2020,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Non-Smoker,186024
2020,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Smoker,736
2020,Non-Medi-Cal,Private Insurance,Smoking Status,Unknown Smoking Status,211
2020,Medi-Cal,Fee-For-Service,Very Low Birthweight Status,"Birthweight >=1,500g",59665
2020,Medi-Cal,Fee-For-Service,Very Low Birthweight Status,Unknown Birthweight,8
2020,Medi-Cal,Fee-For-Service,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",802
2020,Medi-Cal,Managed Care,Very Low Birthweight Status,"Birthweight >=1,500g",125337
2020,Medi-Cal,Managed Care,Very Low Birthweight Status,Unknown Birthweight,16
2020,Medi-Cal,Managed Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1471
