Calendar Year,Payer ,Length of Gestation,Grouper,Birth Characteristic, Number of Births 
2018,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,353
2018,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1406
2018,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,2816
2018,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,20
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,286
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,29
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,291
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,27
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,2775
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,141
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,84
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,609
2018,Medi-Cal,Unknown Gestation,Parity Status,First-Born,1217
2018,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1224
2018,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,1763
2018,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,38
2018,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1333
2018,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2174
2018,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,124
2018,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,611
2018,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,69
2018,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,4173
2018,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,3979
2018,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,190
2018,Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,73
2018,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,3855
2018,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,360
2018,Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,27
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Diabetes Diagnosis,25203
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,No Diabetes Diagnosis,170303
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Unknown Diabetes Status,10318
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Hypertension Diagnosis,21250
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,No Hypertension Diagnosis,174256
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Unknown Hypertension Status,10318
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 17 and Younger,675
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 18-19,1670
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 20-24,14411
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 25-29,45361
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 30-34,79598
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 35 and Older,64104
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Invalid Age,5
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,115669
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,High School Graduate,25890
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Less Than High School,5366
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Some College or Associate's Degree,47358
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Unknown Education,11541
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Foreign-Born,70325
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,U.S.-Born,135375
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Unknown Nativity,124
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,African-American,6092
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,442
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Asian,48221
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,614
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hispanic,57854
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,9275
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,5651
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,White,77675
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,First-Born,93193
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,One Previous Birth,72304
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Two or More Previous Births,40282
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Unknown Parity,45
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Normal Weight,106085
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,89557
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Underweight,7781
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Unknown Weight,2401
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Multiple Birth,3662
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Singleton Birth,202162
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Non-Smoker,203933
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Smoker,1524
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Unknown Smoking Status,367
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Non-Substance User,193721
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Substance User,1785
2018,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Unknown Substance Use Status,10318
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Diabetes Diagnosis,3380
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,No Diabetes Diagnosis,13694
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Unknown Diabetes Status,1463
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Hypertension Diagnosis,5126
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,No Hypertension Diagnosis,11948
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Unknown Hypertension Status,1463
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 17 and Younger,94
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 18-19,146
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 20-24,1104
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 25-29,3425
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 30-34,6524
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 35 and Older,7243
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Invalid Age,1
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,9329
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,High School Graduate,2438
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Less Than High School,665
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Some College or Associate's Degree,4695
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Unknown Education,1410
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Foreign-Born,6371
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,U.S.-Born,12151
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Unknown Nativity,15
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,African-American,804
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,42
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Asian,4009
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,76
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hispanic,5833
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,1177
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,510
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,White,6086
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,First-Born,7755
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,One Previous Birth,6026
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Two or More Previous Births,4745
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Unknown Parity,11
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Normal Weight,8223
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,9396
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Underweight,610
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Unknown Weight,308
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Multiple Birth,4458
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Singleton Birth,14079
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Non-Smoker,18298
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Smoker,183
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Unknown Smoking Status,56
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Non-Substance User,16804
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Substance User,270
2018,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Unknown Substance Use Status,1463
2018,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,378
2018,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,2437
2018,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,340
2018,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,338
2018,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,2477
2018,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,340
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,27
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,35
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,293
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,646
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1070
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,1076
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,8
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,1494
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,485
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,141
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,752
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,283
2018,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1065
2018,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,2068
2018,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,22
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,128
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,7
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,617
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,14
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,962
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,182
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,81
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1164
2018,Non-Medi-Cal,Unknown Gestation,Parity Status,First-Born,1309
2018,Non-Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1063
2018,Non-Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,759
2018,Non-Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,24
2018,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1417
2018,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1167
2018,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,138
2018,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,433
2018,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,175
2018,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,2980
2018,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,3065
2018,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,41
2018,Non-Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,49
2018,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,2754
2018,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,61
2018,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,340
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Diabetes Diagnosis,21739
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,No Diabetes Diagnosis,161666
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Unknown Diabetes Status,856
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Hypertension Diagnosis,21111
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,No Hypertension Diagnosis,162294
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Unknown Hypertension Status,856
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 17 and Younger,2754
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 18-19,8665
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 20-24,44641
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 25-29,57474
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 30-34,42430
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 35 and Older,28297
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,16517
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,High School Graduate,66217
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Less Than High School,38012
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Some College or Associate's Degree,53203
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Unknown Education,10312
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Foreign-Born,67874
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,U.S.-Born,116044
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Unknown Nativity,343
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,African-American,12234
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,787
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Asian,12308
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,807
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hispanic,119935
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,5532
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,3983
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,White,28675
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,First-Born,62927
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,One Previous Birth,55051
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Two or More Previous Births,66263
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Unknown Parity,20
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Normal Weight,62477
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,112360
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Underweight,5098
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Unknown Weight,4326
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Multiple Birth,2289
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Singleton Birth,181972
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Non-Smoker,178939
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Smoker,4425
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Unknown Smoking Status,897
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Non-Substance User,175873
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Substance User,7532
2019,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Unknown Substance Use Status,856
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Diabetes Diagnosis,4259
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,No Diabetes Diagnosis,19402
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Unknown Diabetes Status,134
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Hypertension Diagnosis,6349
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,No Hypertension Diagnosis,17312
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Unknown Hypertension Status,134
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 17 and Younger,372
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 18-19,1042
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 20-24,4934
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 25-29,6603
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 30-34,5744
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 35 and Older,5100
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,1756
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,High School Graduate,8272
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Less Than High School,5613
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Some College or Associate's Degree,6640
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Unknown Education,1514
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Foreign-Born,8672
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,U.S.-Born,15069
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Unknown Nativity,54
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,African-American,2139
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,116
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Asian,1456
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,126
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hispanic,15235
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,814
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,564
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,White,3345
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,First-Born,7159
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,One Previous Birth,6574
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Two or More Previous Births,10057
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Unknown Parity,5
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Normal Weight,7604
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,14682
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Underweight,780
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Unknown Weight,729
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Multiple Birth,3304
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Singleton Birth,20491
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Non-Smoker,22789
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Smoker,822
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Unknown Smoking Status,184
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Non-Substance User,21837
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Substance User,1824
2019,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Unknown Substance Use Status,134
2019,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,423
2019,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,3875
2019,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,41
2019,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,554
2019,Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,3744
2019,Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,41
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,74
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,196
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,1117
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,1323
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,986
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,643
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,256
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,1548
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,878
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1251
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,406
2019,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1236
2019,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,3056
2019,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,47
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,312
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,38
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,244
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,32
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,2657
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,170
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,112
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,774
2019,Medi-Cal,Unknown Gestation,Parity Status,First-Born,1385
2019,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1230
2019,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,1721
2019,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,3
2019,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1327
2019,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2265
2019,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,114
2019,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,633
