Calendar Year,Payer,Method of Delivery,Grouper,Birth Characteristic, Number of Births 
2018,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,34850
2018,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,464
2018,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,42987
2018,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,6969
2018,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,4252
2018,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,57980
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,0
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,2
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,107
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,571
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1479
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,1501
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,2119
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,386
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,141
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,813
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,201
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1302
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,2356
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,2
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,112
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,10
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,775
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,18
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,1102
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,160
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,95
2018,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,1388
2019,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,424
2019,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,1522
2019,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,7643
2019,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,8883
2019,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,6393
2019,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,5470
2019,Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,3244
2019,Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,10645
2019,Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,5202
2019,Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,9408
2019,Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,1836
2019,Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,10480
2019,Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,19777
2019,Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,78
2019,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,2452
2019,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,128
2019,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,2169
2019,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,128
2019,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,18480
2019,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,1037
2019,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,756
2019,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,5185
2019,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,31
2019,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,199
2019,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,4216
2019,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,10500
2019,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,10959
2019,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,8984
2019,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,2649
2019,Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,12135
2019,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,8523
2019,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,9684
2019,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1898
2019,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,14555
2019,Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,20252
2019,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,82
2019,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,2731
2019,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,158
2019,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,2004
2019,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,168
2019,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,23016
2019,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,967
2019,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,639
2019,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,5206
2019,Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,2741
2019,Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,8146
2019,Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,38229
2019,Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,44688
2019,Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,30527
2019,Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,18639
2019,Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,12244
2019,Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,51953
2019,Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,29663
2019,Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,40860
2019,Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,8250
2019,Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,50753
2019,Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,91948
2019,Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,269
2019,Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,9156
2019,Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,641
2019,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,9526
2019,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,639
2019,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,93640
2019,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,4391
2019,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,3174
2019,Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,21803
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,4
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,36
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,604
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,1329
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1281
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,947
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,392
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,1304
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,1115
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,1142
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,248
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1994
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,2192
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,15
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,346
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,14
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,309
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,30
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,2691
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,121
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,90
2019,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,600
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,71
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,238
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,2447
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,8299
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,15771
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,15375
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,4
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,24485
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,4510
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,729
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,9341
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,3140
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,14735
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,27390
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,80
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,1628
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,75
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,10105
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,137
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,11099
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,2637
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,1182
2019,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,15342
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,4
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,17
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,651
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,3970
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,10701
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,14114
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,2
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,15227
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,3906
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,949
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,7394
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1983
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,10957
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,18438
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,64
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,1056
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,74
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,6544
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,100
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,9265
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,1574
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,674
2019,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,10172
2019,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,508
2019,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,1407
2019,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,12199
2019,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,35936
2019,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,59343
2019,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,42960
2019,Non-Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,9
2019,Non-Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,84549
2019,Non-Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,19406
2019,Non-Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,3571
2019,Non-Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,34993
2019,Non-Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,9843
2019,Non-Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,49729
2019,Non-Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,102335
2019,Non-Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,298
2019,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,4272
2019,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,314
2019,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,35050
2019,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,452
2019,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,42796
2019,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,8018
2019,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,4221
2019,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,57239
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,1
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,3
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,109
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,666
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1583
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,1612
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,2206
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,492
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,138
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,898
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,240
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1403
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,2560
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,11
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,130
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,6
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,902
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,29
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,1180
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,207
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,107
2019,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,1413
2020,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,295
2020,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,1170
2020,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,6683
2020,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,7970
2020,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,6004
2020,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,4931
2020,Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2020,Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,2985
2020,Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,9394
2020,Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,4323
2020,Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,8465
2020,Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,1886
2020,Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,8576
2020,Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,18425
2020,Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,52
2020,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,2298
2020,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,133
2020,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,1786
2020,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,130
2020,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,16205
2020,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,995
2020,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,668
2020,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,4838
2020,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,13
2020,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,155
2020,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,3435
2020,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,9219
2020,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,9871
2020,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,8072
2020,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,0
2020,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,2376
2020,Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,10757
2020,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,7025
2020,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,8577
2020,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,2030
2020,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,12284
2020,Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,18429
2020,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,52
2020,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,2546
2020,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,166
2020,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,1595
2020,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,126
2020,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,20161
2020,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,1034
2020,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,654
2020,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,4483
2020,Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,2013
2020,Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,6386
2020,Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,32257
2020,Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,39450
2020,Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,28274
2020,Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,17165
2020,Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,0
2020,Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,11018
2020,Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,45700
2020,Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,24268
2020,Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,36478
2020,Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,8081
2020,Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,42653
2020,Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,82679
2020,Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,213
2020,Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,8060
2020,Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,530
2020,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,7691
2020,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,516
2020,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,82199
2020,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,4166
2020,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,2823
2020,Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,19560
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,4
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,26
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,535
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,1278
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1228
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,865
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,387
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,1214
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,1031
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,1007
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,297
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1803
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,2125
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,8
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,336
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,19
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,263
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,21
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,2601
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,131
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,81
2020,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,484
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,181
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,365
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,2893
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,8270
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,15218
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,14620
