Calendar Year,Payer,Birthweight Range,Grouper,Birth Characteristic,Number of Births
2019,Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,17206
2019,Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,70499
2019,Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,41194
2019,Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,56591
2019,Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,11108
2019,Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,72580
2019,Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,123627
2019,Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,391
2019,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,12846
2019,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,872
2019,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,12839
2019,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,916
2019,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,128413
2019,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,5871
2019,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,4237
2019,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,30604
2019,Medi-Cal,Normal Birthweight,Parity Status,First-Born,65851
2019,Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,58572
2019,Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,72152
2019,Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,23
2019,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,65864
2019,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,120372
2019,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,5297
2019,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,5065
2019,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,2476
2019,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,194122
2019,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,190700
2019,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,4837
2019,Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,1061
2019,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,187281
2019,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,8389
2019,Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,928
2019,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,0
2019,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,35
2019,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,0
2019,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,4
2019,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,31
2019,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,0
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,3
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,6
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,10
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,7
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,9
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,2
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,12
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,7
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,12
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,2
2019,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,15
2019,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,20
2019,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,6
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,1
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,21
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,5
2019,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,15
2019,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,11
2019,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,9
2019,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2019,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,12
2019,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,21
2019,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,1
2019,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,1
2019,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,7
2019,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,28
2019,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,35
2019,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2019,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,0
2019,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,32
2019,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,3
2019,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,0
2019,Non-Medi-Cal,Low Birthweight,Diabetes Status,Diabetes Diagnosis,2751
2019,Non-Medi-Cal,Low Birthweight,Diabetes Status,No Diabetes Diagnosis,11532
2019,Non-Medi-Cal,Low Birthweight,Diabetes Status,Unknown Diabetes Status,1245
2019,Non-Medi-Cal,Low Birthweight,Hypertension Status,Hypertension Diagnosis,4967
2019,Non-Medi-Cal,Low Birthweight,Hypertension Status,No Hypertension Diagnosis,9316
2019,Non-Medi-Cal,Low Birthweight,Hypertension Status,Unknown Hypertension Status,1245
2019,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,58
2019,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,134
2019,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,974
2019,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,2886
2019,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,5522
2019,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,5953
2019,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,1
2019,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,8214
2019,Non-Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,1966
2019,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,463
2019,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,3519
2019,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,1366
2019,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,5456
2019,Non-Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,10024
2019,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,48
2019,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,760
2019,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,42
2019,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,4108
2019,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,58
2019,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,4392
2019,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,1150
2019,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,466
2019,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,4552
2019,Non-Medi-Cal,Low Birthweight,Parity Status,First-Born,7542
2019,Non-Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,4851
2019,Non-Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,3134
2019,Non-Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,1
2019,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,7347
2019,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,7266
2019,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,621
2019,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,294
2019,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,4205
2019,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,11323
2019,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,15288
2019,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,137
2019,Non-Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,103
2019,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Non-Substance User,14069
2019,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Substance User,214
2019,Non-Medi-Cal,Low Birthweight,Substance Use Status,Unknown Substance Use Status,1245
2019,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Diabetes Diagnosis,26423
2019,Non-Medi-Cal,Normal Birthweight,Diabetes Status,No Diabetes Diagnosis,174483
2019,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Unknown Diabetes Status,11521
2019,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Hypertension Diagnosis,24034
2019,Non-Medi-Cal,Normal Birthweight,Hypertension Status,No Hypertension Diagnosis,176872
2019,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Unknown Hypertension Status,11521
2019,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,525
2019,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,1530
2019,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,14425
2019,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,45974
2019,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,81863
2019,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,68096
2019,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,14
2019,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,118239
2019,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,26338
2019,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,4920
2019,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,49095
2019,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,13835
2019,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,71357
2019,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,140666
2019,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,404
2019,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,6320
2019,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,427
2019,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,48486
2019,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,660
2019,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,59929
2019,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,11284
2019,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,5718
2019,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,79603
2019,Non-Medi-Cal,Normal Birthweight,Parity Status,First-Born,97603
2019,Non-Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,74608
2019,Non-Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,40198
2019,Non-Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,18
2019,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,105769
2019,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,95907
2019,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,7413
2019,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,3338
2019,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,3983
2019,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,208444
2019,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,210314
2019,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,1267
2019,Non-Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,846
2019,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,199082
2019,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,1824
2019,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,11521
2019,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,2
2019,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,27
2019,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,16
2019,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,3
2019,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,26
2019,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,16
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,1
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,1
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,7
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,11
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,13
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,12
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,14
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,10
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,4
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,12
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,5
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,11
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,33
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,1
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,6
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,7
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,19
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,11
2019,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,24
2019,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,14
2019,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,7
2019,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2019,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,11
2019,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,30
2019,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2019,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,4
2019,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,13
2019,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,32
2019,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,44
2019,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2019,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,1
2019,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,29
2019,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,0
2019,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,16
2020,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,179
2020,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,585
2020,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,2980
2020,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,3930
2020,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,3365
2020,Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,0
2020,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,2875
2020,Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,1110
2020,Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,4902
2020,Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,2831
2020,Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,3958
2020,Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,1113
2020,Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,4373
2020,Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,9496
2020,Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,45
2020,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,1727
2020,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,76
2020,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,937
2020,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,63
2020,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,8175
2020,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,572
2020,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,378
2020,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,1986
2020,Medi-Cal,Low Birthweight,Parity Status,First-Born,4850
2020,Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,3700
2020,Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,5360
2020,Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,4
2020,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,4581
2020,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,8201
2020,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,540
2020,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,592
2020,Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,2731
2020,Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,11183
2020,Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,13224
2020,Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,557
2020,Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,133
2020,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,2146
2020,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,7151
2020,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,39925
2020,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,53982
2020,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,42006
2020,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,28151
2020,Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,0
2020,Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,15652
2020,Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,62153
2020,Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,33814
2020,Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,50566
2020,Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,11176
2020,Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,60934
2020,Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,112147
2020,Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,280
2020,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,11512
2020,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,772
2020,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,10397
2020,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,730
2020,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,112974
2020,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,5752
2020,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,3846
2020,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,27378
2020,Medi-Cal,Normal Birthweight,Parity Status,First-Born,56469
2020,Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,51788
2020,Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,65083
2020,Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,21
2020,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,55025
2020,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,108970
2020,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,4218
2020,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,5148
2020,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,2199
2020,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,171162
2020,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,168723
2020,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,4034
2020,Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,604
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,1
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,5
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,5
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,6
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,7
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,4
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,10
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,2
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,3
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,5
2020,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,9
2020,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,15
2020,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,1
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,1
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,17
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,2
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,1
2020,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,11
2020,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,8
2020,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,5
2020,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2020,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,6
2020,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,13
2020,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2020,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,5
2020,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,4
2020,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,20
2020,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,21
2020,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,1
2020,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,2
2020,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,102
2020,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,193
2020,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,1121
2020,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,2789
