Calendar Year,Aid Category,Grouper ,Birth Characteristic,Number of Births 
2019,Undocumented,Smoking Status,Maternal Smoker,106
2019,Undocumented,Smoking Status,Unknown Smoking Status,182
2019,Undocumented,Substance Use Status,Maternal Non-Substance User,32706
2019,Undocumented,Substance Use Status,Maternal Substance User,214
2019,Undocumented,Substance Use Status,Unknown Substance Use Status,211
2019,Undocumented,Very Low Birthweight Status,"Birthweight >=1,500g",32766
2019,Undocumented,Very Low Birthweight Status,Unknown Birthweight,4
2019,Undocumented,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",361
2019,Undocumented,Very Preterm Status,Gestation >=32 Weeks,32148
2019,Undocumented,Very Preterm Status,Unknown Gestation,470
2019,Undocumented,Very Preterm Status,Very Preterm Delivery (<32 Weeks),513
2020,ACA Expansion Adult Age 19 to 64,Birthweight Range,Low Birthweight,1430
2020,ACA Expansion Adult Age 19 to 64,Birthweight Range,Normal Birthweight,16997
2020,ACA Expansion Adult Age 19 to 64,Birthweight Range,Unknown Birthweight,6
2020,ACA Expansion Adult Age 19 to 64,Length of Gestation,Normal Gestation (>=37 Weeks),15779
2020,ACA Expansion Adult Age 19 to 64,Length of Gestation,Preterm Delivery (<37 Weeks),1991
2020,ACA Expansion Adult Age 19 to 64,Length of Gestation,Unknown Gestation,663
2020,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Primary,3325
2020,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Repeat,2003
2020,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal,12829
2020,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal After Previous Cesarean,276
2020,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,First Trimester Initiation,15074
2020,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,No Prenatal Care,441
2020,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Second Trimester Initiation,1991
2020,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Third Trimester Initiation,466
2020,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Unknown Prenatal Care,461
2020,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Normal Weight,6537
2020,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,10756
2020,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Underweight,565
2020,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Unknown Weight,575
2020,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Non-Smoker,17813
2020,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Smoker,496
2020,ACA Expansion Adult Age 19 to 64,Smoking Status,Unknown Smoking Status,124
2020,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Birthweight >=1,500g",18167
2020,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,Unknown Birthweight,6
2020,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",260
2020,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Gestation >=32 Weeks,17468
2020,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Unknown Gestation,663
2020,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Very Preterm Delivery (<32 Weeks),302
2020,Adoption/Foster Care,Birthweight Range,Low Birthweight,93
2020,Adoption/Foster Care,Birthweight Range,Normal Birthweight,962
2020,Adoption/Foster Care,Birthweight Range,Unknown Birthweight,0
2020,Adoption/Foster Care,Length of Gestation,Normal Gestation (>=37 Weeks),896
2020,Adoption/Foster Care,Length of Gestation,Preterm Delivery (<37 Weeks),117
2020,Adoption/Foster Care,Length of Gestation,Unknown Gestation,42
2020,Adoption/Foster Care,Method of Delivery,Cesarean-Primary,172
2020,Adoption/Foster Care,Method of Delivery,Cesarean-Repeat,85
2020,Adoption/Foster Care,Method of Delivery,Vaginal,786
2020,Adoption/Foster Care,Method of Delivery,Vaginal After Previous Cesarean,12
2020,Adoption/Foster Care,Prenatal Care Initiation,First Trimester Initiation,791
2020,Adoption/Foster Care,Prenatal Care Initiation,No Prenatal Care,29
2020,Adoption/Foster Care,Prenatal Care Initiation,Second Trimester Initiation,163
2020,Adoption/Foster Care,Prenatal Care Initiation,Third Trimester Initiation,35
2020,Adoption/Foster Care,Prenatal Care Initiation,Unknown Prenatal Care,37
2020,Adoption/Foster Care,Pre-Pregnancy Weight,Normal Weight,416
2020,Adoption/Foster Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,547
2020,Adoption/Foster Care,Pre-Pregnancy Weight,Underweight,53
2020,Adoption/Foster Care,Pre-Pregnancy Weight,Unknown Weight,39
2020,Adoption/Foster Care,Smoking Status,Maternal Non-Smoker,1000
2020,Adoption/Foster Care,Smoking Status,Maternal Smoker,43
2020,Adoption/Foster Care,Smoking Status,Unknown Smoking Status,12
2020,Adoption/Foster Care,Very Low Birthweight Status,"Birthweight >=1,500g",1043
2020,Adoption/Foster Care,Very Low Birthweight Status,Unknown Birthweight,0
2020,Adoption/Foster Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",12
2020,Adoption/Foster Care,Very Preterm Status,Gestation >=32 Weeks,1001
2020,Adoption/Foster Care,Very Preterm Status,Unknown Gestation,42
2020,Adoption/Foster Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),12
2020,Blind/Disabled,Birthweight Range,Low Birthweight,291
2020,Blind/Disabled,Birthweight Range,Normal Birthweight,1709
2020,Blind/Disabled,Birthweight Range,Unknown Birthweight,0
2020,Blind/Disabled,Length of Gestation,Normal Gestation (>=37 Weeks),1554
2020,Blind/Disabled,Length of Gestation,Preterm Delivery (<37 Weeks),357
2020,Blind/Disabled,Length of Gestation,Unknown Gestation,89
2020,Blind/Disabled,Method of Delivery,Cesarean-Primary,415
2020,Blind/Disabled,Method of Delivery,Cesarean-Repeat,419
2020,Blind/Disabled,Method of Delivery,Vaginal,1133
2020,Blind/Disabled,Method of Delivery,Vaginal After Previous Cesarean,33
2020,Blind/Disabled,Prenatal Care Initiation,First Trimester Initiation,1500
2020,Blind/Disabled,Prenatal Care Initiation,No Prenatal Care,88
2020,Blind/Disabled,Prenatal Care Initiation,Second Trimester Initiation,271
2020,Blind/Disabled,Prenatal Care Initiation,Third Trimester Initiation,61
2020,Blind/Disabled,Prenatal Care Initiation,Unknown Prenatal Care,80
2020,Blind/Disabled,Pre-Pregnancy Weight,Normal Weight,598
2020,Blind/Disabled,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1218
2020,Blind/Disabled,Pre-Pregnancy Weight,Underweight,77
2020,Blind/Disabled,Pre-Pregnancy Weight,Unknown Weight,107
2020,Blind/Disabled,Smoking Status,Maternal Non-Smoker,1786
2020,Blind/Disabled,Smoking Status,Maternal Smoker,176
2020,Blind/Disabled,Smoking Status,Unknown Smoking Status,38
2020,Blind/Disabled,Very Low Birthweight Status,"Birthweight >=1,500g",1938
2020,Blind/Disabled,Very Low Birthweight Status,Unknown Birthweight,0
2020,Blind/Disabled,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",62
2020,Blind/Disabled,Very Preterm Status,Gestation >=32 Weeks,1843
2020,Blind/Disabled,Very Preterm Status,Unknown Gestation,89
2020,Blind/Disabled,Very Preterm Status,Very Preterm Delivery (<32 Weeks),68
2020,Families,Birthweight Range,Low Birthweight,8027
2020,Families,Birthweight Range,Normal Birthweight,100317
2020,Families,Birthweight Range,Unknown Birthweight,8
2020,Families,Length of Gestation,Normal Gestation (>=37 Weeks),92663
2020,Families,Length of Gestation,Preterm Delivery (<37 Weeks),12070
2020,Families,Length of Gestation,Unknown Gestation,3619
2020,Families,Method of Delivery,Cesarean-Primary,14616
2020,Families,Method of Delivery,Cesarean-Repeat,19196
2020,Families,Method of Delivery,Vaginal,72247
2020,Families,Method of Delivery,Vaginal After Previous Cesarean,2293
2020,Families,Prenatal Care Initiation,First Trimester Initiation,86958
2020,Families,Prenatal Care Initiation,No Prenatal Care,1432
2020,Families,Prenatal Care Initiation,Second Trimester Initiation,13802
2020,Families,Prenatal Care Initiation,Third Trimester Initiation,3033
2020,Families,Prenatal Care Initiation,Unknown Prenatal Care,3127
2020,Families,Pre-Pregnancy Weight,Normal Weight,33418
2020,Families,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,68918
2020,Families,Pre-Pregnancy Weight,Underweight,2779
2020,Families,Pre-Pregnancy Weight,Unknown Weight,3237
2020,Families,Smoking Status,Maternal Non-Smoker,104712
2020,Families,Smoking Status,Maternal Smoker,3214
2020,Families,Smoking Status,Unknown Smoking Status,426
2020,Families,Very Low Birthweight Status,"Birthweight >=1,500g",107074
2020,Families,Very Low Birthweight Status,Unknown Birthweight,8
2020,Families,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1270
2020,Families,Very Preterm Status,Gestation >=32 Weeks,103006
2020,Families,Very Preterm Status,Unknown Gestation,3619
2020,Families,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1727
2020,Medically Indigent Child & Minor Consent,Birthweight Range,Low Birthweight,1
2020,Medically Indigent Child & Minor Consent,Birthweight Range,Normal Birthweight,35
2020,Medically Indigent Child & Minor Consent,Birthweight Range,Unknown Birthweight,0
2020,Medically Indigent Child & Minor Consent,Length of Gestation,Normal Gestation (>=37 Weeks),34
2020,Medically Indigent Child & Minor Consent,Length of Gestation,Preterm Delivery (<37 Weeks),1
2020,Medically Indigent Child & Minor Consent,Length of Gestation,Unknown Gestation,1
2020,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Primary,3
2020,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Repeat,1
2020,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal,32
2020,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal After Previous Cesarean,0
2020,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,First Trimester Initiation,23
2020,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,No Prenatal Care,1
2020,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Second Trimester Initiation,8
2020,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Third Trimester Initiation,2
2020,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Unknown Prenatal Care,2
2020,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Normal Weight,19
2020,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,9
2020,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Underweight,7
2020,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Unknown Weight,1
2020,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Non-Smoker,35
2020,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Smoker,1
2020,Medically Indigent Child & Minor Consent,Smoking Status,Unknown Smoking Status,0
2020,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Birthweight >=1,500g",36
2020,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,Unknown Birthweight,0
2020,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",0
2020,Medically Indigent Child & Minor Consent,Very Preterm Status,Gestation >=32 Weeks,35
2020,Medically Indigent Child & Minor Consent,Very Preterm Status,Unknown Gestation,1
2020,Medically Indigent Child & Minor Consent,Very Preterm Status,Very Preterm Delivery (<32 Weeks),0
2020,Other,Birthweight Range,Low Birthweight,1542
2020,Other,Birthweight Range,Normal Birthweight,14862
2020,Other,Birthweight Range,Unknown Birthweight,4
2020,Other,Length of Gestation,Normal Gestation (>=37 Weeks),13718
2020,Other,Length of Gestation,Preterm Delivery (<37 Weeks),2254
2020,Other,Length of Gestation,Unknown Gestation,436
2020,Other,Method of Delivery,Cesarean-Primary,2595
2020,Other,Method of Delivery,Cesarean-Repeat,1203
2020,Other,Method of Delivery,Vaginal,12172
2020,Other,Method of Delivery,Vaginal After Previous Cesarean,438
2020,Other,Prenatal Care Initiation,First Trimester Initiation,12662
2020,Other,Prenatal Care Initiation,No Prenatal Care,235
2020,Other,Prenatal Care Initiation,Second Trimester Initiation,2467
2020,Other,Prenatal Care Initiation,Third Trimester Initiation,638
2020,Other,Prenatal Care Initiation,Unknown Prenatal Care,406
2020,Other,Pre-Pregnancy Weight,Normal Weight,5808
2020,Other,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,9447
2020,Other,Pre-Pregnancy Weight,Underweight,496
2020,Other,Pre-Pregnancy Weight,Unknown Weight,657
2020,Other,Smoking Status,Maternal Non-Smoker,16119
2020,Other,Smoking Status,Maternal Smoker,233
2020,Other,Smoking Status,Unknown Smoking Status,56
2020,Other,Very Low Birthweight Status,"Birthweight >=1,500g",16120
2020,Other,Very Low Birthweight Status,Unknown Birthweight,4
2020,Other,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",284
2020,Other,Very Preterm Status,Gestation >=32 Weeks,15605
2020,Other,Very Preterm Status,Unknown Gestation,436
2020,Other,Very Preterm Status,Very Preterm Delivery (<32 Weeks),367
2020,Pregnancy Pathway (Not Undocumented),Birthweight Range,Low Birthweight,1672
2020,Pregnancy Pathway (Not Undocumented),Birthweight Range,Normal Birthweight,24174
2020,Pregnancy Pathway (Not Undocumented),Birthweight Range,Unknown Birthweight,5
2020,Pregnancy Pathway (Not Undocumented),Length of Gestation,Normal Gestation (>=37 Weeks),22796
2020,Pregnancy Pathway (Not Undocumented),Length of Gestation,Preterm Delivery (<37 Weeks),2367
2020,Pregnancy Pathway (Not Undocumented),Length of Gestation,Unknown Gestation,688
2020,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Primary,4398
2020,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Repeat,3460
2020,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal,17538
2020,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal After Previous Cesarean,455
2020,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,First Trimester Initiation,21182
2020,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,No Prenatal Care,122
2020,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Second Trimester Initiation,3369
2020,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Third Trimester Initiation,608
2020,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Unknown Prenatal Care,570
2020,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Normal Weight,8515
2020,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,16136
2020,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Underweight,590
2020,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Unknown Weight,610
2020,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Non-Smoker,25411
2020,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Smoker,382
2020,Pregnancy Pathway (Not Undocumented),Smoking Status,Unknown Smoking Status,58
2020,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Birthweight >=1,500g",25571
2020,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,Unknown Birthweight,5
2020,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",275
2020,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Gestation >=32 Weeks,24828
2020,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Unknown Gestation,688
2020,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Very Preterm Delivery (<32 Weeks),335
2020,Undocumented,Birthweight Range,Low Birthweight,858
2020,Undocumented,Birthweight Range,Normal Birthweight,14305
2020,Undocumented,Birthweight Range,Unknown Birthweight,1
2020,Undocumented,Length of Gestation,Normal Gestation (>=37 Weeks),13169
2020,Undocumented,Length of Gestation,Preterm Delivery (<37 Weeks),1668
2020,Undocumented,Length of Gestation,Unknown Gestation,327
2020,Undocumented,Method of Delivery,Cesarean-Primary,1529
2020,Undocumented,Method of Delivery,Cesarean-Repeat,4398
2020,Undocumented,Method of Delivery,Vaginal,8808
2020,Undocumented,Method of Delivery,Vaginal After Previous Cesarean,429
2020,Undocumented,Prenatal Care Initiation,First Trimester Initiation,12628
2020,Undocumented,Prenatal Care Initiation,No Prenatal Care,75
2020,Undocumented,Prenatal Care Initiation,Second Trimester Initiation,1783
2020,Undocumented,Prenatal Care Initiation,Third Trimester Initiation,347
2020,Undocumented,Prenatal Care Initiation,Unknown Prenatal Care,331
2020,Undocumented,Pre-Pregnancy Weight,Normal Weight,4301
2020,Undocumented,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,10153
2020,Undocumented,Pre-Pregnancy Weight,Underweight,191
2020,Undocumented,Pre-Pregnancy Weight,Unknown Weight,519
2020,Undocumented,Smoking Status,Maternal Non-Smoker,15092
2020,Undocumented,Smoking Status,Maternal Smoker,47
2020,Undocumented,Smoking Status,Unknown Smoking Status,25
2020,Undocumented,Very Low Birthweight Status,"Birthweight >=1,500g",15053
2020,Undocumented,Very Low Birthweight Status,Unknown Birthweight,1
2020,Undocumented,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",110
2020,Undocumented,Very Preterm Status,Gestation >=32 Weeks,14644
2020,Undocumented,Very Preterm Status,Unknown Gestation,327
2020,Undocumented,Very Preterm Status,Very Preterm Delivery (<32 Weeks),193
2021,ACA Expansion Adult Age 19 to 64,Birthweight Range,Low Birthweight,1891
2021,ACA Expansion Adult Age 19 to 64,Birthweight Range,Normal Birthweight,21220
2021,ACA Expansion Adult Age 19 to 64,Birthweight Range,Unknown Birthweight,10
2021,ACA Expansion Adult Age 19 to 64,Length of Gestation,Normal Gestation (>=37 Weeks),19659
2021,ACA Expansion Adult Age 19 to 64,Length of Gestation,Preterm Delivery (<37 Weeks),2519
2021,ACA Expansion Adult Age 19 to 64,Length of Gestation,Unknown Gestation,943
2021,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Primary,4555
2021,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Repeat,2286
2021,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal,15970
2021,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal After Previous Cesarean,310
2021,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,First Trimester Initiation,19218
2021,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,No Prenatal Care,448
2021,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Second Trimester Initiation,2393
2021,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Third Trimester Initiation,537
2021,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Unknown Prenatal Care,525
2021,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Normal Weight,7942
2021,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,13866
2021,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Underweight,662
2021,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Unknown Weight,651
2021,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Non-Smoker,22543
2021,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Smoker,451
2021,ACA Expansion Adult Age 19 to 64,Smoking Status,Unknown Smoking Status,127
2021,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Birthweight >=1,500g",22755
2021,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,Unknown Birthweight,10
2021,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",356
2021,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Gestation >=32 Weeks,21743
2021,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Unknown Gestation,943
2021,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Very Preterm Delivery (<32 Weeks),435
2021,Adoption/Foster Care,Birthweight Range,Low Birthweight,112
2021,Adoption/Foster Care,Birthweight Range,Normal Birthweight,978
2021,Adoption/Foster Care,Birthweight Range,Unknown Birthweight,0
2021,Adoption/Foster Care,Length of Gestation,Normal Gestation (>=37 Weeks),900
2021,Adoption/Foster Care,Length of Gestation,Preterm Delivery (<37 Weeks),129
2021,Adoption/Foster Care,Length of Gestation,Unknown Gestation,61
2021,Adoption/Foster Care,Method of Delivery,Cesarean-Primary,197
2021,Adoption/Foster Care,Method of Delivery,Cesarean-Repeat,63
2021,Adoption/Foster Care,Method of Delivery,Vaginal,820
2021,Adoption/Foster Care,Method of Delivery,Vaginal After Previous Cesarean,10
2021,Adoption/Foster Care,Prenatal Care Initiation,First Trimester Initiation,843
2021,Adoption/Foster Care,Prenatal Care Initiation,No Prenatal Care,26
2021,Adoption/Foster Care,Prenatal Care Initiation,Second Trimester Initiation,149
2021,Adoption/Foster Care,Prenatal Care Initiation,Third Trimester Initiation,38
2021,Adoption/Foster Care,Prenatal Care Initiation,Unknown Prenatal Care,34
2021,Adoption/Foster Care,Pre-Pregnancy Weight,Normal Weight,414
2021,Adoption/Foster Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,586
2021,Adoption/Foster Care,Pre-Pregnancy Weight,Underweight,54
2021,Adoption/Foster Care,Pre-Pregnancy Weight,Unknown Weight,36
2021,Adoption/Foster Care,Smoking Status,Maternal Non-Smoker,1036
2021,Adoption/Foster Care,Smoking Status,Maternal Smoker,44
2021,Adoption/Foster Care,Smoking Status,Unknown Smoking Status,10
2021,Adoption/Foster Care,Very Low Birthweight Status,"Birthweight >=1,500g",1070
2021,Adoption/Foster Care,Very Low Birthweight Status,Unknown Birthweight,0
2021,Adoption/Foster Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",20
2021,Adoption/Foster Care,Very Preterm Status,Gestation >=32 Weeks,1006
2021,Adoption/Foster Care,Very Preterm Status,Unknown Gestation,61
2021,Adoption/Foster Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),23
2021,Blind/Disabled,Birthweight Range,Low Birthweight,204
2021,Blind/Disabled,Birthweight Range,Normal Birthweight,1386
2021,Blind/Disabled,Birthweight Range,Unknown Birthweight,0
2021,Blind/Disabled,Length of Gestation,Normal Gestation (>=37 Weeks),1214
2021,Blind/Disabled,Length of Gestation,Preterm Delivery (<37 Weeks),272
2021,Blind/Disabled,Length of Gestation,Unknown Gestation,104
2021,Blind/Disabled,Method of Delivery,Cesarean-Primary,326
2021,Blind/Disabled,Method of Delivery,Cesarean-Repeat,347
2021,Blind/Disabled,Method of Delivery,Vaginal,885
2021,Blind/Disabled,Method of Delivery,Vaginal After Previous Cesarean,32
2021,Blind/Disabled,Prenatal Care Initiation,First Trimester Initiation,1232
2021,Blind/Disabled,Prenatal Care Initiation,No Prenatal Care,54
2021,Blind/Disabled,Prenatal Care Initiation,Second Trimester Initiation,193
2021,Blind/Disabled,Prenatal Care Initiation,Third Trimester Initiation,49
2021,Blind/Disabled,Prenatal Care Initiation,Unknown Prenatal Care,62
2021,Blind/Disabled,Pre-Pregnancy Weight,Normal Weight,409
2021,Blind/Disabled,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1050
2021,Blind/Disabled,Pre-Pregnancy Weight,Underweight,53
2021,Blind/Disabled,Pre-Pregnancy Weight,Unknown Weight,78
2021,Blind/Disabled,Smoking Status,Maternal Non-Smoker,1479
2021,Blind/Disabled,Smoking Status,Maternal Smoker,93
2021,Blind/Disabled,Smoking Status,Unknown Smoking Status,18
2021,Blind/Disabled,Very Low Birthweight Status,"Birthweight >=1,500g",1549
2021,Blind/Disabled,Very Low Birthweight Status,Unknown Birthweight,0
2021,Blind/Disabled,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",41
2021,Blind/Disabled,Very Preterm Status,Gestation >=32 Weeks,1434
2021,Blind/Disabled,Very Preterm Status,Unknown Gestation,104
2021,Blind/Disabled,Very Preterm Status,Very Preterm Delivery (<32 Weeks),52
2021,Families,Birthweight Range,Low Birthweight,8403
2021,Families,Birthweight Range,Normal Birthweight,102448
2021,Families,Birthweight Range,Unknown Birthweight,12
2021,Families,Length of Gestation,Normal Gestation (>=37 Weeks),93973
2021,Families,Length of Gestation,Preterm Delivery (<37 Weeks),12431
2021,Families,Length of Gestation,Unknown Gestation,4459
2021,Families,Method of Delivery,Cesarean-Primary,15103
2021,Families,Method of Delivery,Cesarean-Repeat,19308
2021,Families,Method of Delivery,Vaginal,73921
2021,Families,Method of Delivery,Vaginal After Previous Cesarean,2531
2021,Families,Prenatal Care Initiation,First Trimester Initiation,90732
2021,Families,Prenatal Care Initiation,No Prenatal Care,1330
2021,Families,Prenatal Care Initiation,Second Trimester Initiation,12968
2021,Families,Prenatal Care Initiation,Third Trimester Initiation,2887
2021,Families,Prenatal Care Initiation,Unknown Prenatal Care,2946
2021,Families,Pre-Pregnancy Weight,Normal Weight,33451
2021,Families,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,71456
2021,Families,Pre-Pregnancy Weight,Underweight,2600
2021,Families,Pre-Pregnancy Weight,Unknown Weight,3356
2021,Families,Smoking Status,Maternal Non-Smoker,108244
2021,Families,Smoking Status,Maternal Smoker,2286
2021,Families,Smoking Status,Unknown Smoking Status,333
2021,Families,Very Low Birthweight Status,"Birthweight >=1,500g",109527
2021,Families,Very Low Birthweight Status,Unknown Birthweight,12
2021,Families,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1324
2021,Families,Very Preterm Status,Gestation >=32 Weeks,104692
2021,Families,Very Preterm Status,Unknown Gestation,4459
2021,Families,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1712
2021,Medically Indigent Child & Minor Consent,Birthweight Range,Low Birthweight,1
2021,Medically Indigent Child & Minor Consent,Birthweight Range,Normal Birthweight,39
2021,Medically Indigent Child & Minor Consent,Birthweight Range,Unknown Birthweight,0
2021,Medically Indigent Child & Minor Consent,Length of Gestation,Normal Gestation (>=37 Weeks),37
2021,Medically Indigent Child & Minor Consent,Length of Gestation,Preterm Delivery (<37 Weeks),0
2021,Medically Indigent Child & Minor Consent,Length of Gestation,Unknown Gestation,3
2021,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Primary,5
2021,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Repeat,1
2021,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal,34
2021,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal After Previous Cesarean,0
2021,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,First Trimester Initiation,28
2021,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,No Prenatal Care,1
2021,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Second Trimester Initiation,9
2021,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Third Trimester Initiation,1
2021,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Unknown Prenatal Care,1
2021,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Normal Weight,20
2021,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,14
2021,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Underweight,4
2021,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Unknown Weight,2
2021,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Non-Smoker,40
2021,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Smoker,0
2021,Medically Indigent Child & Minor Consent,Smoking Status,Unknown Smoking Status,0
2021,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Birthweight >=1,500g",39
