Calendar Year,Grouper,Birth Characteristic,Geographic Region, Number of Births , Annotation Code , Annotation Description 
2019,Maternal Age Group,Ages 30-34,North Coast,545,,
2019,Maternal Age Group,Ages 35 and Older,North Coast,356,,
2019,Maternal Race/Ethnicity,African-American,North Coast,,2,Cell suppressed for complementary cell
2019,Maternal Race/Ethnicity,African-American,North Coast,0,,
2019,Maternal Race/Ethnicity,American Indian/Alaska Native,North Coast,190,,
2019,Maternal Race/Ethnicity,Asian,North Coast,59,,
2019,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,,1,Cell suppressed for small numbers
2019,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,0,,
2019,Maternal Race/Ethnicity,Hispanic,North Coast,745,,
2019,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,35,,
2019,Maternal Race/Ethnicity,Two or More Race Categories,North Coast,118,,
2019,Maternal Race/Ethnicity,White,North Coast,1177,,
2019,Aid Category,ACA Expansion Adult Age 19 to 64,Sacramento Valley,1369,,
2019,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,,2,Cell suppressed for complementary cell
2019,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,0,,
2019,Aid Category,Families,Sacramento Valley,9100,,
2019,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,,1,Cell suppressed for small numbers
2019,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,0,,
2019,Aid Category,Other,Sacramento Valley,385,,
2019,Aid Category,Pregnancy Pathway (Not Undocumented),Sacramento Valley,2318,,
2019,Aid Category,Undocumented,Sacramento Valley,1137,,
2019,Maternal Age Group,Ages 17 and Younger,Sacramento Valley,164,,
2019,Maternal Age Group,Ages 18-19,Sacramento Valley,620,,
2019,Maternal Age Group,Ages 20-24,Sacramento Valley,3592,,
2019,Maternal Age Group,Ages 25-29,Sacramento Valley,4631,,
2019,Maternal Age Group,Ages 30-34,Sacramento Valley,3485,,
2019,Maternal Age Group,Ages 35 and Older,Sacramento Valley,2093,,
2019,Maternal Race/Ethnicity,African-American,Sacramento Valley,1473,,
2019,Maternal Race/Ethnicity,American Indian/Alaska Native,Sacramento Valley,97,,
2019,Maternal Race/Ethnicity,Asian,Sacramento Valley,1806,,
2019,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sacramento Valley,186,,
2019,Maternal Race/Ethnicity,Hispanic,Sacramento Valley,5280,,
2019,Maternal Race/Ethnicity,Other/Unknown Race,Sacramento Valley,391,,
2019,Maternal Race/Ethnicity,Two or More Race Categories,Sacramento Valley,756,,
2019,Maternal Race/Ethnicity,White,Sacramento Valley,4596,,
2019,Aid Category,ACA Expansion Adult Age 19 to 64,Sierra Range/Foothills,339,,
2019,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2019,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,0,,
2019,Aid Category,Families,Sierra Range/Foothills,1779,,
2019,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2019,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,0,,
2019,Aid Category,Other,Sierra Range/Foothills,88,,
2019,Aid Category,Pregnancy Pathway (Not Undocumented),Sierra Range/Foothills,592,,
2019,Aid Category,Undocumented,Sierra Range/Foothills,169,,
2019,Maternal Age Group,Ages 17 and Younger,Sierra Range/Foothills,25,,
2019,Maternal Age Group,Ages 18-19,Sierra Range/Foothills,120,,
2019,Maternal Age Group,Ages 20-24,Sierra Range/Foothills,733,,
2019,Maternal Age Group,Ages 25-29,Sierra Range/Foothills,936,,
2019,Maternal Age Group,Ages 30-34,Sierra Range/Foothills,747,,
2019,Maternal Age Group,Ages 35 and Older,Sierra Range/Foothills,453,,
2019,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,38,,
2019,Maternal Race/Ethnicity,American Indian/Alaska Native,Sierra Range/Foothills,57,,
2019,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,93,,
2019,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,14,,
2019,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,783,,
2019,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,29,,
2019,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,157,,
2019,Maternal Race/Ethnicity,White,Sierra Range/Foothills,1843,,
2019,Aid Category,ACA Expansion Adult Age 19 to 64,Southern California,5731,,
2019,Aid Category,Blind and Persons with Disabilities,Southern California,509,,
2019,Aid Category,Families,Southern California,34316,,
2019,Aid Category,Medically Indigent Child & Minor Consent,Southern California,34,,
2019,Aid Category,Other,Southern California,1877,,
2019,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,9648,,
2019,Aid Category,Undocumented,Southern California,7202,,
2019,Maternal Age Group,Ages 17 and Younger,Southern California,875,,
2019,Maternal Age Group,Ages 18-19,Southern California,2703,,
2019,Maternal Age Group,Ages 20-24,Southern California,14393,,
2019,Maternal Age Group,Ages 25-29,Southern California,18706,,
2019,Maternal Age Group,Ages 30-34,Southern California,13516,,
2019,Maternal Age Group,Ages 35 and Older,Southern California,9124,,
2019,Maternal Race/Ethnicity,African-American,Southern California,3547,,
2019,Maternal Race/Ethnicity,American Indian/Alaska Native,Southern California,169,,
2019,Maternal Race/Ethnicity,Asian,Southern California,2805,,
2019,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,224,,
2019,Maternal Race/Ethnicity,Hispanic,Southern California,39726,,
2019,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,3162,,
2019,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1263,,
2019,Maternal Race/Ethnicity,White,Southern California,8421,,
2020,Aid Category,ACA Expansion Adult Age 19 to 64,Bay Area,1892,,
2020,Aid Category,Blind and Persons with Disabilities,Bay Area,,2,Cell suppressed for complementary cell
2020,Aid Category,Blind and Persons with Disabilities,Bay Area,0,,
2020,Aid Category,Families,Bay Area,10937,,
2020,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,,1,Cell suppressed for small numbers
2020,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,0,,
2020,Aid Category,Other,Bay Area,2954,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,2872,,
2020,Aid Category,Undocumented,Bay Area,2130,,
2020,Maternal Age Group,Ages 17 and Younger,Bay Area,253,,
2020,Maternal Age Group,Ages 18-19,Bay Area,747,,
2020,Maternal Age Group,Ages 20-24,Bay Area,4207,,
2020,Maternal Age Group,Ages 25-29,Bay Area,6158,,
2020,Maternal Age Group,Ages 30-34,Bay Area,5492,,
2020,Maternal Age Group,Ages 35 and Older,Bay Area,4179,,
2020,Maternal Race/Ethnicity,African-American,Bay Area,2220,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Bay Area,57,,
2020,Maternal Race/Ethnicity,Asian,Bay Area,2324,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,215,,
2020,Maternal Race/Ethnicity,Hispanic,Bay Area,11848,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,981,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,682,,
2020,Maternal Race/Ethnicity,White,Bay Area,2709,,
2020,Aid Category,ACA Expansion Adult Age 19 to 64,Central Coast,807,,
2020,Aid Category,Blind and Persons with Disabilities,Central Coast,,2,Cell suppressed for complementary cell
2020,Aid Category,Blind and Persons with Disabilities,Central Coast,0,,
2020,Aid Category,Families,Central Coast,5927,,
2020,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,,1,Cell suppressed for small numbers
2020,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,0,,
2020,Aid Category,Other,Central Coast,1622,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,1737,,
2020,Aid Category,Undocumented,Central Coast,1697,,
2020,Maternal Age Group,Ages 17 and Younger,Central Coast,190,,
2020,Maternal Age Group,Ages 18-19,Central Coast,517,,
2020,Maternal Age Group,Ages 20-24,Central Coast,2553,,
2020,Maternal Age Group,Ages 25-29,Central Coast,3602,,
2020,Maternal Age Group,Ages 30-34,Central Coast,2980,,
2020,Maternal Age Group,Ages 35 and Older,Central Coast,2014,,
2020,Maternal Race/Ethnicity,African-American,Central Coast,80,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Coast,,2,Cell suppressed for complementary cell
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Coast,0,,
2020,Maternal Race/Ethnicity,Asian,Central Coast,181,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,,1,Cell suppressed for small numbers
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,0,,
2020,Maternal Race/Ethnicity,Hispanic,Central Coast,9719,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,275,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,156,,
2020,Maternal Race/Ethnicity,White,Central Coast,1414,,
2020,Aid Category,ACA Expansion Adult Age 19 to 64,Central Valley,2895,,
2020,Aid Category,Blind and Persons with Disabilities,Central Valley,,2,Cell suppressed for complementary cell
2020,Aid Category,Blind and Persons with Disabilities,Central Valley,0,,
2020,Aid Category,Families,Central Valley,24562,,
2020,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,,1,Cell suppressed for small numbers
2020,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,0,,
2020,Aid Category,Other,Central Valley,2662,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,4488,,
2020,Aid Category,Undocumented,Central Valley,1990,,
2020,Maternal Age Group,Ages 17 and Younger,Central Valley,590,,
2020,Maternal Age Group,Ages 18-19,Central Valley,1869,,
2020,Maternal Age Group,Ages 20-24,Central Valley,9776,,
2020,Maternal Age Group,Ages 25-29,Central Valley,11610,,
2020,Maternal Age Group,Ages 30-34,Central Valley,8210,,
2020,Maternal Age Group,Ages 35 and Older,Central Valley,5007,,
2020,Maternal Race/Ethnicity,African-American,Central Valley,1811,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Valley,178,,
2020,Maternal Race/Ethnicity,Asian,Central Valley,2368,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,75,,
2020,Maternal Race/Ethnicity,Hispanic,Central Valley,24011,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,786,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,722,,
2020,Maternal Race/Ethnicity,White,Central Valley,7111,,
2020,Aid Category,ACA Expansion Adult Age 19 to 64,Far North,115,,
2020,Aid Category,Blind and Persons with Disabilities,Far North,30,,
2020,Aid Category,Families,Far North,883,,
2020,Aid Category,Medically Indigent Child & Minor Consent,Far North,0,,
2020,Aid Category,Other,Far North,87,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),Far North,259,,
2020,Aid Category,Undocumented,Far North,14,,
2020,Maternal Age Group,Ages 17 and Younger,Far North,19,,
2020,Maternal Age Group,Ages 18-19,Far North,59,,
2020,Maternal Age Group,Ages 20-24,Far North,352,,
2020,Maternal Age Group,Ages 25-29,Far North,455,,
2020,Maternal Age Group,Ages 30-34,Far North,319,,
2020,Maternal Age Group,Ages 35 and Older,Far North,184,,
2020,Maternal Race/Ethnicity,African-American,Far North,16,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Far North,64,,
2020,Maternal Race/Ethnicity,Asian,Far North,61,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,,1,Cell suppressed for small numbers
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,0,,
2020,Maternal Race/Ethnicity,Hispanic,Far North,196,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,Far North,,2,Cell suppressed for complementary cell
2020,Maternal Race/Ethnicity,Other/Unknown Race,Far North,0,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,Far North,66,,
2020,Maternal Race/Ethnicity,White,Far North,970,,
2020,Aid Category,Blind and Persons with Disabilities,Invalid Code,0,,
2020,Aid Category,Families,Invalid Code,6,,
2020,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,0,,
2020,Aid Category,Other,Invalid Code,5,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,3,,
2020,Aid Category,Undocumented,Invalid Code,0,,
2020,Maternal Age Group,Ages 17 and Younger,Invalid Code,1,,
2020,Maternal Age Group,Ages 18-19,Invalid Code,1,,
2020,Maternal Age Group,Ages 20-24,Invalid Code,3,,
2020,Maternal Age Group,Ages 25-29,Invalid Code,2,,
2020,Maternal Age Group,Ages 30-34,Invalid Code,3,,
2020,Maternal Age Group,Ages 35 and Older,Invalid Code,4,,
2020,Maternal Race/Ethnicity,African-American,Invalid Code,1,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Invalid Code,0,,
2020,Maternal Race/Ethnicity,Asian,Invalid Code,0,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,0,,
2020,Maternal Race/Ethnicity,Hispanic,Invalid Code,11,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,0,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,1,,
2020,Maternal Race/Ethnicity,White,Invalid Code,1,,
2020,Aid Category,ACA Expansion Adult Age 19 to 64,Los Angeles,5592,,
2020,Aid Category,Blind and Persons with Disabilities,Los Angeles,,2,Cell suppressed for complementary cell
2020,Aid Category,Blind and Persons with Disabilities,Los Angeles,0,,
2020,Aid Category,Families,Los Angeles,23904,,
2020,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,,1,Cell suppressed for small numbers
2020,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,0,,
2020,Aid Category,Other,Los Angeles,4626,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),Los Angeles,5747,,
2020,Aid Category,Undocumented,Los Angeles,5150,,
2020,Maternal Age Group,Ages 17 and Younger,Los Angeles,494,,
2020,Maternal Age Group,Ages 18-19,Los Angeles,1677,,
2020,Maternal Age Group,Ages 20-24,Los Angeles,9622,,
2020,Maternal Age Group,Ages 25-29,Los Angeles,13753,,
2020,Maternal Age Group,Ages 30-34,Los Angeles,11273,,
2020,Maternal Age Group,Ages 35 and Older,Los Angeles,8662,,
2020,Maternal Race/Ethnicity,African-American,Los Angeles,4579,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Los Angeles,84,,
2020,Maternal Race/Ethnicity,Asian,Los Angeles,2494,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Los Angeles,112,,
2020,Maternal Race/Ethnicity,Hispanic,Los Angeles,33304,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,Los Angeles,421,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,Los Angeles,654,,
2020,Maternal Race/Ethnicity,White,Los Angeles,3833,,
2020,Aid Category,ACA Expansion Adult Age 19 to 64,North Coast,201,,
2020,Aid Category,Blind and Persons with Disabilities,North Coast,31,,
2020,Aid Category,Families,North Coast,1227,,
2020,Aid Category,Medically Indigent Child & Minor Consent,North Coast,0,,
2020,Aid Category,Other,North Coast,159,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),North Coast,305,,
2020,Aid Category,Undocumented,North Coast,68,,
2020,Maternal Age Group,Ages 17 and Younger,North Coast,19,,
2020,Maternal Age Group,Ages 18-19,North Coast,83,,
2020,Maternal Age Group,Ages 20-24,North Coast,484,,
2020,Maternal Age Group,Ages 25-29,North Coast,600,,
2020,Maternal Age Group,Ages 30-34,North Coast,486,,
2020,Maternal Age Group,Ages 35 and Older,North Coast,319,,
2020,Maternal Race/Ethnicity,African-American,North Coast,,2,Cell suppressed for complementary cell
2020,Maternal Race/Ethnicity,African-American,North Coast,0,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,North Coast,167,,
2020,Maternal Race/Ethnicity,Asian,North Coast,60,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,,1,Cell suppressed for small numbers
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,0,,
2020,Maternal Race/Ethnicity,Hispanic,North Coast,645,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,48,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,North Coast,101,,
2020,Maternal Race/Ethnicity,White,North Coast,928,,
2020,Aid Category,ACA Expansion Adult Age 19 to 64,Sacramento Valley,1199,,
2020,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,,2,Cell suppressed for complementary cell
2020,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,0,,
2020,Aid Category,Families,Sacramento Valley,7743,,
2020,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,,1,Cell suppressed for small numbers
2020,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,0,,
2020,Aid Category,Other,Sacramento Valley,1012,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),Sacramento Valley,1968,,
2020,Aid Category,Undocumented,Sacramento Valley,498,,
2020,Maternal Age Group,Ages 17 and Younger,Sacramento Valley,132,,
2020,Maternal Age Group,Ages 18-19,Sacramento Valley,524,,
2020,Maternal Age Group,Ages 20-24,Sacramento Valley,2945,,
2020,Maternal Age Group,Ages 25-29,Sacramento Valley,4104,,
2020,Maternal Age Group,Ages 30-34,Sacramento Valley,3113,,
2020,Maternal Age Group,Ages 35 and Older,Sacramento Valley,1837,,
2020,Maternal Race/Ethnicity,African-American,Sacramento Valley,1269,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Sacramento Valley,88,,
2020,Maternal Race/Ethnicity,Asian,Sacramento Valley,1365,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sacramento Valley,163,,
2020,Maternal Race/Ethnicity,Hispanic,Sacramento Valley,4640,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,Sacramento Valley,799,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,Sacramento Valley,627,,
2020,Maternal Race/Ethnicity,White,Sacramento Valley,3704,,
2020,Aid Category,ACA Expansion Adult Age 19 to 64,Sierra Range/Foothills,303,,
2020,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2020,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,0,,
2020,Aid Category,Families,Sierra Range/Foothills,1446,,
2020,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2020,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,0,,
2020,Aid Category,Other,Sierra Range/Foothills,208,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),Sierra Range/Foothills,474,,
2020,Aid Category,Undocumented,Sierra Range/Foothills,103,,
2020,Maternal Age Group,Ages 17 and Younger,Sierra Range/Foothills,24,,
2020,Maternal Age Group,Ages 18-19,Sierra Range/Foothills,81,,
2020,Maternal Age Group,Ages 20-24,Sierra Range/Foothills,590,,
2020,Maternal Age Group,Ages 25-29,Sierra Range/Foothills,801,,
2020,Maternal Age Group,Ages 30-34,Sierra Range/Foothills,663,,
2020,Maternal Age Group,Ages 35 and Older,Sierra Range/Foothills,409,,
2020,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2020,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,0,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Sierra Range/Foothills,45,,
2020,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,73,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,0,,
2020,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,725,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,45,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,102,,
2020,Maternal Race/Ethnicity,White,Sierra Range/Foothills,1526,,
2020,Aid Category,ACA Expansion Adult Age 19 to 64,Southern California,5429,,
2020,Aid Category,Blind and Persons with Disabilities,Southern California,451,,
2020,Aid Category,Families,Southern California,31717,,
2020,Aid Category,Medically Indigent Child & Minor Consent,Southern California,11,,
2020,Aid Category,Other,Southern California,4128,,
2020,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,7998,,
2020,Aid Category,Undocumented,Southern California,3514,,
2020,Maternal Age Group,Ages 17 and Younger,Southern California,603,,
2020,Maternal Age Group,Ages 18-19,Southern California,2179,,
2020,Maternal Age Group,Ages 20-24,Southern California,12378,,
2020,Maternal Age Group,Ages 25-29,Southern California,16832,,
2020,Maternal Age Group,Ages 30-34,Southern California,12838,,
2020,Maternal Age Group,Ages 35 and Older,Southern California,8418,,
2020,Maternal Race/Ethnicity,African-American,Southern California,3185,,
2020,Maternal Race/Ethnicity,American Indian/Alaska Native,Southern California,144,,
2020,Maternal Race/Ethnicity,Asian,Southern California,2409,,
2020,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,201,,
2020,Maternal Race/Ethnicity,Hispanic,Southern California,36067,,
2020,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,2958,,
2020,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1115,,
2020,Maternal Race/Ethnicity,White,Southern California,7169,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,Bay Area,2474,,
2021,Aid Category,Blind and Persons with Disabilities,Bay Area,,2,Cell suppressed for complementary cell
2021,Aid Category,Blind and Persons with Disabilities,Bay Area,0,,
2021,Aid Category,Families,Bay Area,12144,,
2021,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,,1,Cell suppressed for small numbers
2021,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,0,,
2021,Aid Category,Other,Bay Area,708,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,2129,,
2021,Aid Category,Undocumented,Bay Area,3059,,
2021,Maternal Age Group,Ages 17 and Younger,Bay Area,274,,
2021,Maternal Age Group,Ages 18-19,Bay Area,736,,
2021,Maternal Age Group,Ages 20-24,Bay Area,3970,,
2021,Maternal Age Group,Ages 25-29,Bay Area,5896,,
2021,Maternal Age Group,Ages 30-34,Bay Area,5497,,
2021,Maternal Age Group,Ages 35 and Older,Bay Area,4344,,
2021,Maternal Race/Ethnicity,African-American,Bay Area,2016,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,Bay Area,57,,
2021,Maternal Race/Ethnicity,Asian,Bay Area,2343,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,225,,
2021,Maternal Race/Ethnicity,Hispanic,Bay Area,11709,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,1069,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,613,,
2021,Maternal Race/Ethnicity,White,Bay Area,2685,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,Central Coast,984,,
2021,Aid Category,Blind and Persons with Disabilities,Central Coast,,2,Cell suppressed for complementary cell
2021,Aid Category,Blind and Persons with Disabilities,Central Coast,0,,
2021,Aid Category,Families,Central Coast,6259,,
2021,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,,1,Cell suppressed for small numbers
2021,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,0,,
2021,Aid Category,Other,Central Coast,423,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,1368,,
2021,Aid Category,Undocumented,Central Coast,2263,,
2021,Maternal Age Group,Ages 17 and Younger,Central Coast,169,,
2021,Maternal Age Group,Ages 18-19,Central Coast,508,,
2021,Maternal Age Group,Ages 20-24,Central Coast,2397,,
2021,Maternal Age Group,Ages 25-29,Central Coast,3347,,
2021,Maternal Age Group,Ages 30-34,Central Coast,2810,,
2021,Maternal Age Group,Ages 35 and Older,Central Coast,2112,,
2021,Maternal Race/Ethnicity,African-American,Central Coast,68,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Coast,12,,
2021,Maternal Race/Ethnicity,Asian,Central Coast,170,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,14,,
2021,Maternal Race/Ethnicity,Hispanic,Central Coast,9238,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,274,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,170,,
2021,Maternal Race/Ethnicity,White,Central Coast,1397,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,Central Valley,3794,,
2021,Aid Category,Blind and Persons with Disabilities,Central Valley,,2,Cell suppressed for complementary cell
2021,Aid Category,Blind and Persons with Disabilities,Central Valley,0,,
2021,Aid Category,Families,Central Valley,24217,,
2021,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,,1,Cell suppressed for small numbers
2021,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,0,,
2021,Aid Category,Other,Central Valley,1283,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,3495,,
2021,Aid Category,Undocumented,Central Valley,2478,,
2021,Maternal Age Group,Ages 17 and Younger,Central Valley,569,,
2021,Maternal Age Group,Ages 18-19,Central Valley,1772,,
2021,Maternal Age Group,Ages 20-24,Central Valley,8998,,
2021,Maternal Age Group,Ages 25-29,Central Valley,11062,,
2021,Maternal Age Group,Ages 30-34,Central Valley,8134,,
2021,Maternal Age Group,Ages 35 and Older,Central Valley,5089,,
2021,Maternal Race/Ethnicity,African-American,Central Valley,1569,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Valley,145,,
2021,Maternal Race/Ethnicity,Asian,Central Valley,2278,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,100,,
2021,Maternal Race/Ethnicity,Hispanic,Central Valley,23622,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,783,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,623,,
2021,Maternal Race/Ethnicity,White,Central Valley,6504,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,Far North,146,,
2021,Aid Category,Blind and Persons with Disabilities,Far North,30,,
2021,Aid Category,Families,Far North,817,,
2021,Aid Category,Medically Indigent Child & Minor Consent,Far North,0,,
2021,Aid Category,Other,Far North,45,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),Far North,184,,
2021,Aid Category,Undocumented,Far North,28,,
2021,Maternal Age Group,Ages 17 and Younger,Far North,20,,
2021,Maternal Age Group,Ages 18-19,Far North,64,,
2021,Maternal Age Group,Ages 20-24,Far North,334,,
2021,Maternal Age Group,Ages 25-29,Far North,390,,
2021,Maternal Age Group,Ages 30-34,Far North,266,,
2021,Maternal Age Group,Ages 35 and Older,Far North,176,,
2021,Maternal Race/Ethnicity,African-American,Far North,,1,Cell suppressed for small numbers
2021,Maternal Race/Ethnicity,African-American,Far North,0,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,Far North,46,,
2021,Maternal Race/Ethnicity,Asian,Far North,59,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,,2,Cell suppressed for complementary cell
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,0,,
2021,Maternal Race/Ethnicity,Hispanic,Far North,219,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,Far North,,2,Cell suppressed for complementary cell
2021,Maternal Race/Ethnicity,Other/Unknown Race,Far North,0,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,Far North,71,,
