Calendar Year,Payer,Very Preterm Status,Grouper,Birth Characteristic, Number of Births 
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,115
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,648
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,248
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,927
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,1669
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,10
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,186
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,14
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,522
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,4
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,860
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,197
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,89
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,734
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,1015
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,736
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,855
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,0
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,1065
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1383
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,68
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,90
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,764
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,1842
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,2567
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,29
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,10
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,2301
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,48
2017,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,257
2018,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,26053
2018,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,185907
2018,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,1381
2018,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,25210
2018,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,186750
2018,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,1381
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,3353
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,10405
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,52349
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,65776
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,48536
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,32922
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,0
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,18080
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,75903
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,47320
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,61934
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,10104
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,81031
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,132159
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,151
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,14168
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,910
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,14498
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,952
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,140114
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,5051
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,4719
2018,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,32929
2018,Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,68894
2018,Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,62413
2018,Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,81918
2018,Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,116
2018,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,74623
2018,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,127404
2018,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,6583
2018,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,4731
2018,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,5047
2018,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,208294
2018,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,205050
2018,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,6382
2018,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,1909
2018,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,202628
2018,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,9332
2018,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,1381
2018,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,451
2018,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,3764
2018,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,27
2018,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,479
2018,Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,3736
2018,Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,27
2018,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,69
2018,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,234
2018,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,1053
2018,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,1254
2018,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,943
2018,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,689
2018,Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,0
2018,Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,273
2018,Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,1575
2018,Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,874
2018,Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1167
2018,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,353
2018,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1406
2018,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,2816
2018,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,20
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,286
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,29
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,291
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,27
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,2775
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,141
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,84
2018,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,609
2018,Medi-Cal,Unknown Gestation,Parity Status,First-Born,1217
2018,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1224
2018,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,1763
2018,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,38
2018,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1333
2018,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2174
2018,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,124
2018,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,611
2018,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,69
2018,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,4173
2018,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,3979
2018,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,190
2018,Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,73
2018,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,3855
2018,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,360
2018,Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,27
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,496
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,2649
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,23
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,900
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,2245
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,23
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,61
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,149
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,654
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,866
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,751
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,687
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,207
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,1107
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,719
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,930
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,205
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,1052
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,2104
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,12
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,400
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,11
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,197
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,20
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,1916
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,116
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,76
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,432
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,1083
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,789
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,1292
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,4
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,966
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1952
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,101
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,149
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,624
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,2544
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,2962
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,161
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,45
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,2790
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,355
2018,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,23
2018,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,28175
2018,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,182198
2018,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,11493
2018,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,25711
2018,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,184662
2018,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,11493
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,755
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,1800
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,15344
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,48268
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,85280
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,70413
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,6
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,123921
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,27965
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,5930
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,51374
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,12676
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,75814
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,145916
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,136
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,6734
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,480
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,51738
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,672
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,62816
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,10240
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,6100
2018,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,83086
2018,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,99847
2018,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,77568
2018,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,44396
2018,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,55
2018,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,113343
2018,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,97548
2018,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,8336
2018,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,2639
2018,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,7444
2018,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,214422
2018,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,219775
2018,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,1677
2018,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,414
2018,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,208362
2018,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,2011
2018,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,11493
2018,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,378
2018,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,2437
2018,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,340
2018,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,338
2018,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,2477
2018,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,340
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,27
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,35
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,293
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,646
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1070
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,1076
2018,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,8
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,1494
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,485
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,141
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,752
2018,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,283
2018,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1065
2018,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,2068
2018,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,22
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,128
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,7
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,617
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,14
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,962
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,182
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,81
2018,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1164
2018,Non-Medi-Cal,Unknown Gestation,Parity Status,First-Born,1309
2018,Non-Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1063
2018,Non-Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,759
2018,Non-Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,24
2018,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1417
2018,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1167
2018,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,138
2018,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,433
2018,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,175
2018,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,2980
2018,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,3065
2018,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,41
2018,Non-Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,49
2018,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,2754
2018,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,61
2018,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,340
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,408
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,1799
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,288
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,665
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,1542
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,288
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,14
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,16
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,171
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,518
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,842
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,934
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,1077
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,363
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,101
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,679
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,275
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,882
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,1610
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,3
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,162
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,4
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,492
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,18
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,871
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,212
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,61
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,675
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,1101
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,762
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,631
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,1
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,965
