Calendar Year,Payer,Maternal Race/Ethnicity,Grouper,Birth Characteristic, Number of Births 
2013,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,48861
2013,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,1488
2013,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,51847
2013,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,146
2013,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,1597
2013,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,52057
2013,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,45
2013,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,1488
2013,Non-Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,7807
2013,Non-Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,60645
2013,Non-Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,4489
2013,Non-Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,5838
2013,Non-Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,62614
2013,Non-Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,4489
2013,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,67933
2013,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,257
2013,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,4751
2013,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,67954
2013,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,498
2013,Non-Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,4489
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,1104
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,9860
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,1077
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,1023
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,9941
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,1077
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,10770
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,135
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,1136
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,10826
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,138
2013,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,1077
2013,Non-Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,6662
2013,Non-Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,85778
2013,Non-Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,5241
2013,Non-Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,7571
2013,Non-Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,84869
2013,Non-Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,5241
2013,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,91154
2013,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,1071
2013,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,5456
2013,Non-Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,91863
2013,Non-Medi-Cal,White,Substance Use Status,Maternal Substance User,577
2013,Non-Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,5241
2014,Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,1263
2014,Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,15689
2014,Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,260
2014,Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,2342
2014,Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,14610
2014,Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,260
2014,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,15504
2014,Medi-Cal,African-American,Smoking Status,Maternal Smoker,1044
2014,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,664
2014,Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,16081
2014,Medi-Cal,African-American,Substance Use Status,Maternal Substance User,871
2014,Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,260
2014,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,121
2014,Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,902
2014,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,13
2014,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,120
2014,Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,903
2014,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,13
2014,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,838
2014,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,162
2014,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,36
2014,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,932
2014,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,91
2014,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,13
2014,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,2529
2014,Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,14060
2014,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,198
2014,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,1116
2014,Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,15473
2014,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,198
2014,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,16253
2014,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,275
2014,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,259
2014,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,16488
2014,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,101
2014,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,198
2014,Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,17140
2014,Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,143878
2014,Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,1967
2014,Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,12401
2014,Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,148617
2014,Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,1967
2014,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,157714
2014,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,2002
2014,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,3269
2014,Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,158917
2014,Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,2101
2014,Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,1967
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,847
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,8216
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,131
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,846
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,8217
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,131
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,8318
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,670
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,206
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,8605
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,458
2014,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,131
2014,Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,2977
2014,Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,33542
2014,Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,420
2014,Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,3167
2014,Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,33352
2014,Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,420
2014,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,31562
2014,Medi-Cal,White,Smoking Status,Maternal Smoker,4758
2014,Medi-Cal,White,Smoking Status,Unknown Smoking Status,619
2014,Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,34662
2014,Medi-Cal,White,Substance Use Status,Maternal Substance User,1857
2014,Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,420
2014,Non-Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,628
2014,Non-Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,5768
2014,Non-Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,854
2014,Non-Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,913
2014,Non-Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,5483
2014,Non-Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,854
2014,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,6300
2014,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,81
2014,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,869
2014,Non-Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,6319
2014,Non-Medi-Cal,African-American,Substance Use Status,Maternal Substance User,77
2014,Non-Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,854
2014,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,59
2014,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,455
2014,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,95
2014,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,61
2014,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,453
2014,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,95
2014,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,476
2014,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,34
2014,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,99
2014,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,496
2014,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,18
2014,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,95
2014,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,8690
2014,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,47346
2014,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,1512
2014,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,3327
2014,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,52709
2014,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,1512
2014,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,55757
2014,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,254
2014,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,1537
2014,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,55986
2014,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,50
2014,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,1512
2014,Non-Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,7852
2014,Non-Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,58941
2014,Non-Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,3305
2014,Non-Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,6022
2014,Non-Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,60771
2014,Non-Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,3305
2014,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,66217
2014,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,490
2014,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,3391
2014,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,66398
2014,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,395
2014,Non-Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,3305
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,1562
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,11939
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,1256
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,1337
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,12164
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,1256
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,13262
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,201
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,1294
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,13399
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,102
2014,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,1256
2014,Non-Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,6784
2014,Non-Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,84537
2014,Non-Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,4988
2014,Non-Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,7886
2014,Non-Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,83435
2014,Non-Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,4988
2014,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,89584
2014,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,1640
2014,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,5085
2014,Non-Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,90779
2014,Non-Medi-Cal,White,Substance Use Status,Maternal Substance User,542
2014,Non-Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,4988
2015,Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,1420
2015,Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,14767
2015,Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,223
2015,Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,2431
2015,Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,13756
2015,Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,223
2015,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,14874
2015,Medi-Cal,African-American,Smoking Status,Maternal Smoker,909
2015,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,627
2015,Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,15230
2015,Medi-Cal,African-American,Substance Use Status,Maternal Substance User,957
2015,Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,223
2015,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,125
2015,Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,881
2015,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,9
2015,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,134
2015,Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,872
2015,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,9
2015,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,847
2015,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,126
2015,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,42
2015,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,906
2015,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,100
2015,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,9
2015,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,2481
2015,Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,14067
2015,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,147
2015,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,1138
2015,Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,15410
2015,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,147
2015,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,16229
2015,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,270
2015,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,196
2015,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,16431
2015,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,117
2015,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,147
2015,Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,17316
2015,Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,143705
2015,Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,1540
2015,Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,13564
2015,Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,147457
2015,Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,1540
2015,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,157595
2015,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,1993
2015,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,2973
2015,Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,158511
2015,Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,2510
2015,Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,1540
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,905
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,8325
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,84
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,915
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,8315
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,84
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,8481
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,651
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,182
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,8628
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,602
2015,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,84
2015,Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,3030
2015,Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,34152
2015,Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,383
2015,Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,3439
2015,Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,33743
2015,Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,383
2015,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,32445
2015,Medi-Cal,White,Smoking Status,Maternal Smoker,4571
2015,Medi-Cal,White,Smoking Status,Unknown Smoking Status,549
2015,Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,34838
2015,Medi-Cal,White,Substance Use Status,Maternal Substance User,2344
2015,Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,383
2015,Non-Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,627
2015,Non-Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,5431
2015,Non-Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,848
2015,Non-Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,980
2015,Non-Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,5078
2015,Non-Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,848
2015,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,5961
2015,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,77
2015,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,868
2015,Non-Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,5974
2015,Non-Medi-Cal,African-American,Substance Use Status,Maternal Substance User,84
2015,Non-Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,848
2015,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,55
2015,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,429
2015,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,67
2015,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,56
2015,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,428
2015,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,67
2015,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,463
2015,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,18
2015,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,70
2015,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,471
2015,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,13
2015,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,67
2015,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,8752
2015,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,43253
2015,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,1452
2015,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,3622
2015,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,48383
2015,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,1452
2015,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,51727
2015,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,250
2015,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,1480
2015,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,51953
2015,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,52
2015,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,1452
2015,Non-Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,7852
2015,Non-Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,56427
2015,Non-Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,3710
2015,Non-Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,6310
2015,Non-Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,57969
2015,Non-Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,3710
2015,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,63765
2015,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,406
2015,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,3818
2015,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,63896
2015,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,383
2015,Non-Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,3710
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,1609
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,12202
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,1246
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,1496
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,12315
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,1246
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,13601
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,165
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,1291
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,13679
