Calendar Year,Payer,Very Low Birthweight Status,Grouper,Birth Characteristic, Number of Births 
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,194
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,920
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1793
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,10
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,376
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,6
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,186
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,9
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,1611
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,108
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,68
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,359
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,977
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,706
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,1035
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,5
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,805
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1684
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,86
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,148
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,557
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,2166
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2552
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,142
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,29
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,2414
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,284
2018,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,25
2018,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,28600
2018,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,184795
2018,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,11870
2018,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,25978
2018,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,187417
2018,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,11870
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,784
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,1833
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,15658
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,48983
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,86431
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,71562
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,14
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,125512
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,28499
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,6071
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,52193
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,12990
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,76955
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,148152
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,158
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,6864
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,485
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,52371
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,690
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,63896
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,10447
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,6170
2018,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,84342
2018,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,101246
2018,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,78700
2018,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,45240
2018,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,79
2018,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,114872
2018,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,98850
2018,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,8476
2018,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,3067
2018,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,7650
2018,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,217615
2018,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,223083
2018,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,1722
2018,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,460
2018,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,211315
2018,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,2080
2018,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,11870
2018,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,4
2018,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,15
2018,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,14
2018,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,3
2018,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,16
2018,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,14
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,0
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,4
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,6
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,14
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,9
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,8
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,5
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,0
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,11
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,9
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,14
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,19
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,5
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,8
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,11
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,4
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,3
2018,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,2
2018,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,15
2018,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,6
2018,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,11
2018,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,1
2018,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,7
2018,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,23
2018,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,1
2018,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,2
2018,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,5
2018,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,28
2018,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,31
2018,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2018,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,2
2018,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,19
2018,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,0
2018,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,14
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,357
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,1624
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,237
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,733
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,1248
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,237
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,12
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,18
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,146
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,443
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,747
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,852
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,0
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,972
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,309
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,101
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,601
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,235
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,792
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1423
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,3
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,155
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,6
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,468
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,14
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,742
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,183
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,69
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,581
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,996
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,687
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,535
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,0
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,846
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1247
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,52
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,73
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,640
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,1578
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2182
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,26
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,10
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,1945
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,36
2018,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,237
2019,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,26031
2019,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,182699
2019,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,1011
2019,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,27088
2019,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,181642
2019,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,1011
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,3166
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,9790
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,50136
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,64654
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,48480
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,33515
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,0
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,18298
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,75097
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,44009
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,60320
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,12017
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,76924
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,132388
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,429
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,14315
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,930
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,13855
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,953
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,136247
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,6374
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,4593
2019,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,32474
2019,Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,70447
2019,Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,62125
2019,Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,77141
2019,Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,28
2019,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,70585
2019,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,127692
2019,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,5907
2019,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,5557
2019,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,5168
2019,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,204573
2019,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,203190
2019,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,5372
2019,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,1179
2019,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,199147
2019,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,9583
2019,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,1011
2019,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,0
2019,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,35
2019,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,0
2019,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,4
2019,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,31
2019,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,0
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,3
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,6
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,10
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,7
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,9
2019,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,2
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,12
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,7
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,12
2019,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,2
2019,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,15
2019,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,20
2019,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,6
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,1
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,21
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2019,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,5
2019,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,15
2019,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,11
2019,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,9
2019,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2019,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,12
2019,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,21
2019,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,1
2019,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,1
2019,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,7
2019,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,28
2019,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,35
2019,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2019,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,0
2019,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,32
2019,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,3
2019,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,0
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,390
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,2209
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,20
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,922
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,1677
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,20
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,34
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,110
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,550
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,736
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,673
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,516
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,0
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,229
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,928
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,487
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,762
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,213
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,843
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1761
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,15
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,364
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,11
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,152
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,12
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,1559
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,140
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,66
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,315
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,1009
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,719
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,891
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,0
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,811
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1594
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,84
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,130
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,508
